SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,DAT_ROJSTVO,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
3693454,10990,555205,2017-11-22,27,SI,64203625,8.6,4.71,3.97,4.88,9.56,0,650,2017-11-23,NA,0.013,65085924,0,2,NA,NA,0,6747,0.09,0,NA,0.4,46.72,Holstein,26.02.2013,136.9,123.9,71.5,74.3,110.9,2,24.07.2016,2017-11-22,2016-07-24,486
3693682,2749,555368,2017-11-24,8,SI,24254780,12.8,4.09,3.59,4.92,9.22,0,95,2017-11-24,NA,0.004,65089763,0,1,NA,NA,0,6750,-0.02,-0.06,NA,1.25,40.87,Lisasta,09.03.2013,113.8,110,88.9,85.3,109,2,18.05.2017,2017-11-23,2017-05-18,189
3693838,9365,555413,2017-11-22,11,SI,74103012,4.6,5,4.08,4.62,9.41,0,75,2017-11-27,NA,0.024,65091228,0,2,NA,NA,0,6750,0,-0.13,NA,0.24,45.2,Rjava,23.02.2013,98.9,98.7,97.4,100.2,98.1,2,25.03.2017,2017-11-26,2017-03-25,246
3693839,9365,555413,2017-11-22,12,SI,44103015,5.8,4.93,3.94,4.59,9.24,0,201,2017-11-27,NA,0.022,65091229,0,2,NA,NA,0,6750,0.05,-0.09,NA,0.61,44.91,Rjava,14.03.2013,97.4,100.2,113.2,109.1,103.7,2,12.04.2017,2017-11-26,2017-04-12,228
3693840,7653,555792,2017-11-29,10,SI,64245001,0,4.81,3.59,4.77,9.07,0,35,2017-12-01,NA,0.022,65104693,0,1,NA,NA,0,6765,-0.01,-0.1,NA,0.81,48.14,Rjava,13.03.2013,114.8,114,110,90.1,120.1,2,14.03.2017,2017-11-30,2017-03-14,261
3694211,25869,555856,2017-11-30,43,SI,74198829,0,5.79,3.93,4.8,9.44,0,150,2017-12-01,NA,0.028,65105630,0,2,NA,NA,0,6765,0.09,0.03,NA,0.51,49.77,Lisasta,03.03.2013,104.8,104.8,80.8,101.9,98,1,24.01.2017,2017-11-30,2017-01-24,310
3694213,25869,555856,2017-11-30,44,SI,34198830,0,6.38,4.61,4.4,9.72,0,519,2017-12-01,NA,0.031,65105631,0,2,NA,NA,0,6765,0.1,-0.07,NA,0,53.94,Lisasta,04.03.2013,116.4,118.9,114,106.8,122.2,1,10.07.2016,2017-11-30,2016-07-10,508
3694226,4387,555190,2017-11-22,3,SI,14251166,8.2,3.6,3.61,4.67,9,0,62,2017-11-23,NA,0.005,65085567,0,1,NA,NA,0,6747,-0.01,-0.06,NA,1.34,43.53,Lisasta,17.03.2013,94.8,96.2,105.6,116.5,98.9,3,18.06.2017,2017-11-22,2017-06-18,157
3694388,21260,555154,2017-11-21,13,SI,64255691,11,3.24,3.19,4.37,8.28,0,117,2017-11-23,NA,0.009,65085140,0,1,NA,NA,0,6747,0.01,-0.06,NA,2.02,36.74,Lisasta,05.03.2013,99.1,101,87.7,93,96,3,28.10.2017,2017-11-22,2017-10-28,25
3694481,30101,555374,2017-11-23,8,SI,04278296,4,2.83,3.65,4.77,9.13,0,140,2017-11-24,NA,0.016,65089869,0,2,NA,NA,0,6750,0,0,NA,0.9,42.65,Holstein,05.03.2013,94.4,95.7,116.8,103.7,101.4,2,11.12.2016,2017-11-23,2016-12-11,347
3694969,11429,555395,2017-11-23,26,SI,74253045,18.2,5.49,4.3,4.38,9.39,0,288,2017-11-27,NA,0.016,65090793,0,1,NA,NA,0,6750,0,0,NA,1.03,44.26,Holstein,27.01.2013,112.4,121.4,113.1,116.7,123,3,11.04.2017,2017-11-26,2017-04-11,229
3694977,37688,555182,2017-11-22,9,SI,44245302,6.5,3.67,2.59,4.5,7.8,0,33,2017-11-23,NA,0.007,65085458,0,1,NA,NA,0,6747,0,0,NA,2.71,38.43,Holstein,21.03.2013,88.5,90.2,89.4,86.5,86,2,22.09.2017,2017-11-22,2017-09-22,61
3694990,2296,555235,2017-11-22,6,SI,44244057,6.5,5.07,5.98,4.74,11.43,0,159,2017-11-24,NA,0.034,65088174,0,2,NA,NA,0,6747,0,0,NA,0,69.84,Rjava,16.03.2013,113.9,108,79.6,88.9,104.4,2,30.01.2017,2017-11-23,2017-01-30,297
3695099,5825,555652,2017-11-28,8,SI,94244832,12,4.88,4.05,4.85,9.61,0,357,2017-11-29,NA,0.006,65097518,0,1,NA,NA,0,6756,0,0,NA,0.22,45.65,Rjava,17.03.2013,129.4,118,107,92.5,129.2,2,09.03.2017,2017-11-28,2017-03-09,264
3695102,15801,555488,2017-11-27,17,SI,14106028,10.4,5.36,3.36,4.66,8.73,0,32,2017-11-27,NA,0.022,65092238,0,1,NA,NA,0,6753,0,0,NA,1.6,40.99,Rjava,10.03.2013,104.3,104.1,108.1,101.2,106.2,2,01.08.2017,2017-11-26,2017-08-01,117
3695525,11429,555395,2017-11-23,23,SI,34253025,15.4,4.57,3.92,4.52,9.15,0,128,2017-11-27,NA,0.015,65090790,0,1,NA,NA,0,6750,0,0,NA,1.62,40.82,Holstein,12.02.2013,96.2,99.3,103.8,108.2,101,2,20.01.2017,2017-11-26,2017-01-20,310
3695551,21371,555406,2017-11-24,4,SI,04253822,9.9,2.9,2.99,4.4,8.1,0,161,2017-11-27,NA,0.007,65091076,0,2,NA,NA,0,6750,0,0,NA,2.59,36.51,Lisasta,15.03.2013,103.7,102.5,94.2,86.5,103.1,3,04.07.2017,2017-11-26,2017-07-04,145
3695555,4296,555661,2017-11-28,6,SI,64246033,2,5.16,4.73,4.51,9.96,0,532,2017-11-29,NA,0.014,65099334,0,1,NA,NA,0,6762,0,0,NA,0,50.11,Rjava,25.03.2013,99.4,107,111.7,125.2,102.3,2,10.10.2016,2017-11-28,2016-10-10,414
3695565,21871,555487,2017-11-24,12,SI,44256412,12.3,4.06,3.55,4.71,8.96,0,639,2017-11-27,NA,0.03,65091936,0,1,NA,NA,0,6750,0,0,NA,1.91,39.84,Holstein,16.03.2013,108.4,112.5,86.2,103.7,101.2,3,28.05.2017,2017-11-26,2017-05-28,182
3695705,22625,555706,2017-11-27,7,SI,04255525,4.6,5.54,4.12,4.71,9.54,0,120,2017-11-30,NA,0.001,65100911,0,2,NA,NA,0,6762,0,0,NA,0,49.98,Lisasta,11.03.2013,87.4,91.8,112.6,113.9,92.6,3,25.03.2017,2017-11-29,2017-03-25,249
3695732,32124,555320,2017-11-23,9,SI,24244365,10.8,4.02,3.3,4.42,8.43,0,123,2017-11-24,NA,0.006,65088801,0,2,NA,NA,0,6747,0,0,NA,1.92,40.88,Lisasta,15.03.2013,110.2,110,91.7,99,105.2,2,15.06.2017,2017-11-23,2017-06-15,161
3695923,4297,555323,2017-11-24,8,SI,74232565,10.8,4.06,4.13,4.87,9.71,0,152,2017-11-24,NA,0.023,65088866,0,1,NA,NA,0,6747,0,0,NA,0.49,45.49,Holstein,07.03.2013,117.2,125.3,82.8,114.9,104.2,3,16.02.2017,2017-11-23,2017-02-16,280
3696654,22567,555412,2017-11-23,6,SI,64253565,5.3,3.74,3.52,4.31,8.55,0,375,2017-11-27,NA,0.02,65091209,0,2,NA,NA,0,6750,0.07,-0.06,NA,2.75,31.17,Lisasta,11.03.2013,95.7,91.2,82.2,82.7,88.6,3,21.04.2017,2017-11-26,2017-04-21,219
3696719,16217,555328,2017-11-22,7,SI,14242625,11,5.69,3.84,4.74,9.29,0,501,2017-11-24,NA,0.01,65089017,0,1,NA,NA,0,6747,0.04,-0.09,NA,0.69,47.07,Rjava,12.03.2013,103.7,105.1,103.7,101.9,105.8,3,08.05.2017,2017-11-23,2017-05-08,199
3696790,4344,555576,2017-11-27,18,SI,74263264,12.2,3.63,3.29,4.7,8.7,0,108,2017-11-28,NA,0.02,65094131,0,1,NA,NA,0,6753,-0.03,-0.08,NA,1.87,38.88,Holstein,15.03.2013,124.1,122.5,92.7,94,120.8,3,28.09.2017,2017-11-27,2017-09-28,60
3696790,4344,555576,2017-11-27,17,SI,94263262,4.5,4.22,4.22,4.41,9.34,0,951,2017-11-28,NA,0.026,65094130,0,1,NA,NA,0,6753,0.02,-0.09,NA,0.42,42.88,Holstein,15.03.2013,124.1,122.5,92.7,94,120.8,3,28.09.2017,2017-11-27,2017-09-28,60
3696790,4344,555576,2017-11-27,16,SI,04263261,11.5,6.2,4.69,4.44,9.84,0,44,2017-11-28,NA,0.027,65094129,0,1,NA,NA,0,6753,-0.02,-0.18,NA,0,57.78,Holstein,15.03.2013,124.1,122.5,92.7,94,120.8,3,28.09.2017,2017-11-27,2017-09-28,60
3696790,4344,555576,2017-11-27,15,SI,24253820,18,4.46,3.07,4.41,8.19,0,1172,2017-11-28,NA,0.022,65094128,0,1,NA,NA,0,6753,0.05,-0.1,NA,1.84,39.88,Holstein,15.03.2013,124.1,122.5,92.7,94,120.8,3,28.09.2017,2017-11-27,2017-09-28,60
3698053,5949,555573,2017-11-27,31,SI,04252223,12.5,4.57,3.34,4.79,8.84,0,28,2017-11-28,NA,0.012,65094084,0,2,NA,NA,0,6753,-0.01,-0.1,NA,1.35,44.4,Holstein,27.03.2013,94.9,98.3,111.2,108.1,98.1,3,05.11.2017,2017-11-27,2017-11-05,22
3698065,16031,555609,2017-11-28,10,SI,94202511,15,4.53,3.46,4.65,8.82,0,651,2017-11-29,NA,0.015,65097133,0,2,NA,NA,0,6756,0.05,-0.06,NA,2.05,38.88,Holstein,22.02.2013,103.7,101.5,102.6,96.5,106.3,3,02.07.2017,2017-11-28,2017-07-02,149
3698124,2092,555402,2017-11-24,7,SI,74245158,14.6,4.27,3.56,4.75,9.02,0,638,2017-11-27,NA,0.032,65091040,0,2,NA,NA,0,6750,0,0,NA,1.64,37.03,Rjava,21.03.2013,136.8,120,89.3,91.5,124,3,24.06.2017,2017-11-26,2017-06-24,155
3698189,16111,555804,2017-11-29,42,SI,14253711,0,4.29,3.03,4.86,8.6,0,129,2017-12-01,NA,0.03,65104828,0,1,NA,NA,0,6765,0.04,-0.01,NA,1.78,42.56,Holstein,02.03.2013,106.3,103.8,100.8,100.8,110.5,2,03.07.2016,2017-11-30,2016-07-03,515
3698198,4494,555300,2017-11-22,8,SI,64254487,3,4.62,4,3.97,8.68,0,851,2017-11-24,NA,0.007,65088638,0,2,NA,NA,0,6747,0,0,NA,2,35.84,Lisasta,24.03.2013,96.9,102.1,92.2,114.2,95,2,08.05.2017,2017-11-23,2017-05-08,199
3698210,10109,555360,2017-11-23,4,SI,74254493,6.5,8.17,3.26,3.92,7.89,0,2462,2017-11-24,NA,0.003,65089574,0,2,NA,NA,0,6750,0,0,NA,2.95,35.02,Lisasta,19.03.2013,91.7,90.1,123.9,84.5,100.7,3,15.05.2017,2017-11-23,2017-05-15,192
3698213,10109,555360,2017-11-23,5,SI,64254494,7,5.38,3.77,4.59,9.07,0,180,2017-11-24,NA,0.006,65089575,0,2,NA,NA,0,6750,0,0,NA,1.17,43.43,Lisasta,20.03.2013,92.2,96.3,133.5,106.6,102.8,3,12.04.2017,2017-11-23,2017-04-12,225
3698220,3010,555776,2017-11-28,17,SI,14281307,0,3.87,3.98,4.65,9.34,0,168,2017-12-01,NA,0.024,65104347,0,1,NA,NA,0,6765,0,0,NA,0.88,45.38,Holstein,13.03.2013,130.8,128.5,81.6,95.3,113,2,18.02.2017,2017-11-30,2017-02-18,285
3698269,6172,555780,2017-11-30,12,SI,64251460,0,4.09,3.78,4.43,8.92,0,206,2017-12-01,NA,0.017,65104463,0,1,NA,NA,0,6765,0.01,-0.08,NA,2.35,38.34,Lisasta,11.03.2013,92.7,93.8,111.7,120,99.2,3,19.06.2017,2017-11-30,2017-06-19,164
3698307,4982,555185,2017-11-21,5,SI,04254641,6.2,5.15,3.03,4.66,8.39,0,57,2017-11-23,NA,0.011,65085519,0,2,NA,NA,0,6747,0,0,NA,1.98,38.28,Lisasta,06.03.2013,86.7,91.7,140.3,106.6,102.1,2,12.06.2017,2017-11-22,2017-06-12,163
3698311,7348,555684,2017-11-29,28,SI,74254644,8.6,3.83,3.12,4.73,8.56,0,383,2017-11-30,NA,0.009,65100601,0,1,NA,NA,0,6762,0.03,-0.05,NA,2.23,37.45,Lisasta,14.03.2013,101.2,97.6,101,88.8,99.2,3,10.09.2017,2017-11-29,2017-09-10,80
3698331,3578,555640,2017-11-27,19,SI,04255752,23.2,4.25,2.9,4.58,8.19,0,32,2017-11-29,NA,0.027,65097262,0,2,NA,NA,0,6756,-0.01,-0.13,NA,2.2,37.25,Holstein,06.03.2013,105.6,105.5,93.7,103.9,103.1,3,14.10.2017,2017-11-28,2017-10-14,45
3698363,3578,555640,2017-11-27,20,SI,94255753,20.4,3.86,3.06,4.51,8.28,0,38,2017-11-29,NA,0.024,65097263,0,2,NA,NA,0,6756,0.01,-0.13,NA,2.31,37.18,Holstein,20.03.2013,120,115.5,84.5,90.1,105.3,3,19.08.2017,2017-11-28,2017-08-19,101
3698369,5355,555353,2017-11-24,12,SI,84255754,5.4,4.91,4.06,4.26,9.04,0,541,2017-11-24,NA,0.004,65089432,0,1,NA,NA,0,6750,0.05,-0.08,NA,1.63,37.31,Holstein,14.03.2013,87.5,96,106.3,119.7,90.3,2,09.03.2017,2017-11-23,2017-03-09,259
3698371,16082,555864,2017-11-29,15,SI,24275356,0,4.96,3.74,4.46,8.91,0,393,2017-12-01,NA,0.015,65105836,0,2,NA,NA,0,6765,0.01,-0.09,NA,0.3,49.55,Lisasta,04.03.2013,115.7,113.8,109.2,103.6,121.9,2,07.12.2016,2017-11-30,2016-12-07,358
3698882,7054,555196,2017-11-22,9,SI,94252774,9.5,5.19,5,4.45,10.17,0,30,2017-11-23,NA,0.014,65085669,0,1,NA,NA,0,6747,-0.02,-0.18,NA,0,50.73,Lisasta,17.03.2013,114.1,123.6,98.8,133.8,113.1,2,05.10.2016,2017-11-22,2016-10-05,413
3698910,10789,555857,2017-11-30,10,SI,74217256,0,3.86,2.87,4.68,8.26,0,906,2017-12-01,NA,0.018,65105678,0,2,NA,NA,0,6765,0,0,NA,2.5,38.35,Holstein,02.03.2013,102.1,100.4,95.7,95.9,97.9,3,22.09.2017,2017-11-30,2017-09-22,69
3698936,7854,555791,2017-11-28,8,SI,44245010,0,4.51,2.75,4.57,8.03,0,19,2017-12-01,NA,0.047,65104677,0,2,NA,NA,0,6765,0.16,-0.01,NA,2.39,37.47,Rjava,12.03.2013,97.7,92.9,102.6,89.7,98.9,3,03.10.2017,2017-11-30,2017-10-03,58
3698937,9106,555414,2017-11-23,14,SI,14245006,11.8,3.67,3.46,4.7,8.87,0,52,2017-11-27,NA,0.02,65091247,0,1,NA,NA,0,6750,0,-0.11,NA,0.67,45.53,Rjava,25.03.2013,104.1,106.2,96.5,108.1,101.9,2,02.07.2017,2017-11-26,2017-07-02,147
3698950,7184,555598,2017-11-27,13,SI,04245014,14.8,3.2,2.67,4.41,7.79,0,851,2017-11-29,NA,0.012,65096835,0,2,NA,NA,0,6756,0,0,NA,3.77,27.42,Holstein,09.03.2013,110.7,105.9,73.6,84.5,94.1,3,12.10.2017,2017-11-28,2017-10-12,47
3698952,7184,555598,2017-11-27,14,SI,94245015,7,4.42,3.7,4.72,9.13,0,155,2017-11-29,NA,0.015,65096836,0,2,NA,NA,0,6756,0,0,NA,0.77,43.4,Rjava,18.03.2013,114.3,113.7,89.1,100.8,108.8,1,10.12.2016,2017-11-28,2016-12-10,353
3698955,7184,555598,2017-11-27,15,SI,84245016,7.8,4.16,3.7,4.95,9.36,0,148,2017-11-29,NA,0.012,65096837,0,2,NA,NA,0,6756,0,0,NA,0.4,45.27,Rjava,24.03.2013,111.6,107.9,89.8,96.9,105.8,2,20.03.2017,2017-11-28,2017-03-20,253
3699148,23626,555808,2017-11-27,10,SI,43925197,0,3.76,3.96,3.99,8.67,0,3433,2017-12-01,NA,0.015,65104947,0,2,NA,NA,0,6765,0,0,NA,3.62,27.41,Holstein,20.03.2013,106.8,108.3,98.1,102.4,106,2,22.09.2016,2017-11-30,2016-09-22,434
3699157,9934,555355,2017-11-23,11,SI,14273063,14.8,4.63,3.88,4.28,8.87,0,168,2017-11-24,NA,0.03,65089461,0,2,NA,NA,0,6750,0.07,-0.09,NA,1.14,40.94,Holstein,01.03.2013,116.2,123.8,103.5,116.8,121.5,2,24.04.2017,2017-11-23,2017-04-24,213
3699163,4332,555341,2017-11-22,6,SI,64098964,10.2,3.8,3.41,4.43,8.55,0,57,2017-11-24,NA,0.035,65089209,0,2,NA,NA,0,6747,0,0,NA,1.4,43.03,Lisasta,05.03.2013,103.4,102.6,94,89,102.7,2,12.03.2017,2017-11-23,2017-03-12,256
3699242,4677,555775,2017-11-28,14,SI,14232688,0,4.17,3.12,4.93,8.76,0,40,2017-12-01,NA,0.022,65104292,0,2,NA,NA,0,6765,0,-0.06,NA,1.27,44.39,Lisasta,14.03.2013,113.5,112.9,114.5,100.9,119.9,3,20.10.2017,2017-11-30,2017-10-20,41
3699281,10494,555560,2017-11-27,13,SI,04051431,21.9,3.71,2.82,4.74,8.27,0,720,2017-11-28,NA,0.019,65093886,0,2,NA,NA,0,6753,0,-0.11,NA,1.47,43.38,Holstein,01.03.2013,120.3,109.5,78.6,81.6,102.7,3,10.10.2017,2017-11-27,2017-10-10,48
3699366,4743,555563,2017-11-28,12,SI,74139620,17.1,4.26,3.56,4.41,8.68,0,25,2017-11-28,NA,0.022,65093943,0,1,NA,NA,0,6753,-0.02,-0.1,NA,1.54,41.26,Holstein,06.03.2013,110.5,111.4,91.2,98.9,107.9,2,19.05.2017,2017-11-27,2017-05-19,192
3699374,15575,555683,2017-11-27,24,SI,64236292,20.5,4.5,3.46,4.94,9.12,0,9,2017-11-29,NA,0.017,65099690,0,2,NA,NA,0,6762,-0.02,-0.1,NA,0.67,47.24,Holstein,21.03.2013,109,115.6,113.7,112.4,124.7,3,19.10.2017,2017-11-28,2017-10-19,40
3699682,32162,555335,2017-11-22,5,SI,74246520,8.5,4.47,3.86,4.54,9.1,0,32,2017-11-24,NA,0.02,65089122,0,1,NA,NA,0,6747,0.02,-0.06,NA,0.82,44.68,Lisasta,28.03.2013,120.7,123.1,91.2,102,115.4,2,17.12.2016,2017-11-23,2016-12-17,341
3699693,32161,555871,2017-11-30,10,SI,04245667,0,5.52,3.95,4.59,9.26,0,29,2017-12-01,NA,0.014,65105975,0,1,NA,NA,0,6765,0.07,-0.08,NA,0.89,46.84,Holstein,17.03.2013,99.7,104.3,119.9,106.9,118.1,2,31.03.2017,2017-11-30,2017-03-31,244
3699709,11271,555656,2017-11-27,9,SI,94246614,9.4,5.2,3.63,4.6,8.94,0,241,2017-11-29,NA,0.008,65097644,0,2,NA,NA,0,6756,0,0,NA,1.51,43.92,Holstein,28.03.2013,96.6,105,110.9,112.1,104.7,2,21.02.2017,2017-11-28,2017-02-21,280
3699906,502,555774,2017-11-29,8,SI,14256831,0,4.67,3.79,4.37,8.87,0,91,2017-12-01,NA,0.017,65104258,0,2,NA,NA,0,6765,0.07,-0.03,NA,1.15,44.01,Holstein,15.03.2013,100.7,104.7,113.2,111.3,107.2,3,08.05.2017,2017-11-30,2017-05-08,206
3699912,502,555774,2017-11-29,9,SI,94256833,0,3.9,4.07,4.55,9.33,0,371,2017-12-01,NA,0.031,65104259,0,2,NA,NA,0,6765,0.09,-0.03,NA,1.68,38.87,Holstein,02.04.2013,106.4,107.7,101.9,103.1,107.2,3,06.06.2017,2017-11-30,2017-06-06,177
3700777,31315,555566,2017-11-24,9,SI,54269750,14.7,5.9,3.55,4.38,8.64,0,63,2017-11-28,NA,0.011,65094030,0,1,NA,NA,0,6753,0.06,-0.09,NA,0.84,45.59,Rjava,28.03.2013,109.2,105.8,95.3,105.4,102.7,3,21.07.2017,2017-11-27,2017-07-21,129
3701339,7790,555564,2017-11-27,8,SI,84219707,9.6,5.35,3.82,4.62,9.15,0,103,2017-11-28,NA,0.018,65093966,0,2,NA,NA,0,6753,0,0,NA,0.94,43.46,Lisasta,06.02.2013,118.1,122.7,91.6,113.5,110.5,3,19.04.2017,2017-11-27,2017-04-19,222
3702412,10370,555450,2017-11-23,17,SI,14257014,9.1,6.08,3.66,3.98,8.35,0,8434,2017-11-27,NA,0.022,65091343,0,1,NA,NA,0,6750,0,0,NA,2.37,32.26,Holstein,30.03.2013,107.5,111.5,92.6,103.3,106,3,27.08.2017,2017-11-26,2017-08-27,91
3702625,30013,555664,2017-11-28,9,SI,04032410,9.6,5.78,4.89,4.51,10.12,0,50,2017-11-29,NA,0.01,65099391,0,1,NA,NA,0,6762,0,0,NA,0,47.58,Holstein,16.03.2013,102.8,111.3,112.3,118.2,104.1,2,13.07.2016,2017-11-28,2016-07-13,503
3702680,8430,555580,2017-11-28,18,SI,54278167,9.2,4.48,4.32,4.75,9.78,0,149,2017-11-28,NA,0.016,65094295,0,2,NA,NA,0,6753,0.03,-0.08,NA,0,50.28,Lisasta,08.02.2013,110.9,118.9,127.5,133.8,124,3,13.07.2017,2017-11-27,2017-07-13,137
3703020,1835,555749,2017-11-29,6,SI,94256170,10.4,5.28,3.09,4.82,8.62,0,476,2017-11-30,NA,0.03,65102459,0,2,NA,NA,0,6765,0.11,0.02,NA,1.39,44.93,Lisasta,01.04.2013,103.1,111.1,106.4,131.4,106.3,3,12.10.2017,2017-11-29,2017-10-12,48
3703050,11096,555812,2017-11-28,6,SI,14256532,0,4.42,3.5,4.73,8.93,0,39,2017-12-01,NA,0.015,65105010,0,1,NA,NA,0,6765,0.03,-0.03,NA,0.87,49.05,Lisasta,31.03.2013,111.9,116.7,132.4,109.7,126.1,2,23.11.2016,2017-11-30,2016-11-23,372
3703243,5327,555713,2017-11-29,6,SI,24105246,4.9,4.7,4.29,3.97,8.97,0,317,2017-11-30,NA,0.014,65101044,0,1,NA,NA,0,6762,0.02,-0.13,NA,2.21,33.47,Lisasta,12.03.2013,98.9,103.8,125.3,119.3,109.5,3,16.03.2017,2017-11-29,2017-03-16,258
3703330,9099,555213,2017-11-22,10,SI,14255548,4.2,4.22,3.59,4.59,8.89,0,1047,2017-11-24,NA,0.004,65087856,0,2,NA,NA,0,6747,0,0,NA,0.98,45.46,Holstein,21.03.2013,74.6,76.5,80.5,87.9,72.2,3,03.07.2017,2017-11-23,2017-07-03,143
3703856,8579,555344,2017-11-23,10,SI,74248319,8.7,4.54,3.72,4.74,9.17,0,77,2017-11-24,NA,0.004,65089253,0,1,NA,NA,0,6747,-0.02,-0.05,NA,0.74,47.14,Lisasta,06.04.2013,101.5,103.6,110.5,108.3,106.8,2,13.05.2017,2017-11-23,2017-05-13,194
3704192,32717,555330,2017-11-23,14,SI,74246441,9,5.01,3.56,4.52,8.79,0,50,2017-11-24,NA,0.021,65089067,0,1,NA,NA,0,6747,0.08,0,NA,1.04,45.78,Rjava,27.03.2013,112.7,109.2,95.7,87.5,110.7,1,15.09.2016,2017-11-23,2016-09-15,434
3704232,31204,555365,2017-11-24,17,SI,94244887,39.4,3.16,3.03,4.82,8.57,0,119,2017-11-24,NA,0.012,65089679,0,2,NA,NA,0,6750,0,0,NA,1.75,39.1,Holstein,29.03.2013,106.4,105.8,87.6,101.8,97.2,3,21.08.2017,2017-11-23,2017-08-21,94
3704675,21641,555393,2017-11-23,13,SI,24257408,8.2,4.31,3.49,4.75,8.95,0,26,2017-11-27,NA,0.018,65090741,0,1,NA,NA,0,6750,0.05,-0.07,NA,0.97,42.14,Lisasta,06.04.2013,111.1,106.8,89.6,94.2,105.5,1,10.02.2017,2017-11-26,2017-02-10,289
3704689,11698,555603,2017-11-27,4,SI,04252773,9.6,4,3.61,4.44,8.76,0,884,2017-11-29,NA,0.011,65096934,0,1,NA,NA,0,6756,0,0,NA,2,36.51,Lisasta,14.03.2013,104.7,104.6,104.8,96.3,107,3,16.07.2017,2017-11-28,2017-07-16,135
3705667,2458,555824,2017-11-30,6,SI,54256174,0,5.68,4.5,3.96,9.17,0,1810,2017-12-01,NA,0.009,65105148,0,1,NA,NA,0,6765,0,0,NA,1.92,37.76,Rjava,10.04.2013,97.7,100.3,130.3,108.2,107.2,2,31.08.2016,2017-11-30,2016-08-31,456
3705956,12938,555741,2017-11-27,2,SI,34269587,10,3.1,3,4.56,8.27,0,213,2017-11-30,NA,0.04,65102323,0,1,NA,NA,0,6765,0,0,NA,2.15,41.73,Rjava,04.04.2013,106,103.2,94.2,82,100.5,2,07.09.2017,2017-11-29,2017-09-07,83
3706907,3578,555640,2017-11-27,21,SI,04255800,16.8,3.24,3.35,4.77,8.83,0,75,2017-11-29,NA,0.029,65097264,0,2,NA,NA,0,6756,-0.04,-0.12,NA,1.81,40,Holstein,07.04.2013,122.8,120.2,83.9,95.3,104.8,3,18.07.2017,2017-11-28,2017-07-18,133
3707012,3560,555400,2017-11-23,16,SI,84247506,16,3.67,3.33,4.38,8.43,0,2680,2017-11-27,NA,0.011,65090982,0,2,NA,NA,0,6750,0,0,NA,1.86,37.92,Holstein,01.04.2013,117.4,117.7,90.5,96.6,110.1,3,25.09.2017,2017-11-26,2017-09-25,62
3707876,30013,555664,2017-11-28,16,SI,94122646,15.6,4.65,3.61,4.76,9.08,0,384,2017-11-29,NA,0.009,65099398,0,1,NA,NA,0,6762,0,0,NA,1.6,42.45,Holstein,07.03.2013,106.2,111,96.8,109.2,95.8,3,07.08.2017,2017-11-28,2017-08-07,113
3707898,8430,555580,2017-11-28,19,SI,94278170,5.4,5.01,4.2,3.99,8.9,0,7313,2017-11-28,NA,0.03,65094296,0,2,NA,NA,0,6753,0.11,-0.05,NA,1.12,38.87,Lisasta,01.03.2013,91.6,87.9,113.9,110.6,96.1,3,09.09.2017,2017-11-27,2017-09-09,79
3707929,11429,555395,2017-11-23,31,SI,34273748,24,4.61,3.47,4.39,8.57,0,56,2017-11-27,NA,0.026,65090798,0,1,NA,NA,0,6750,0,0,NA,0,48.45,Holstein,14.04.2013,85.9,90.1,128.2,117.9,109.1,3,31.08.2017,2017-11-26,2017-08-31,87
3708618,15727,555224,2017-11-22,10,SI,14247826,5.3,4.41,3.91,4.69,9.31,0,81,2017-11-24,NA,0.015,65088044,0,2,NA,NA,0,6747,0,0,NA,0.6,46.06,Rjava,13.04.2013,83.5,84.3,84.4,97.2,82.3,2,14.07.2017,2017-11-23,2017-07-14,132
3708688,6017,555484,2017-11-23,12,SI,94108345,15.2,3.52,3.41,4.61,8.73,0,79,2017-11-27,NA,0.009,65091855,0,1,NA,NA,0,6750,0,0,NA,0.55,46.5,Holstein,20.03.2013,127.3,120,84.8,85,116.6,3,12.11.2017,2017-11-26,2017-11-12,14
3709247,9120,555671,2017-11-28,3,SI,84248215,8,4.09,3.75,4.59,9.05,0,79,2017-11-29,NA,0.017,65099514,0,1,NA,NA,0,6762,0,0,NA,1.53,39.82,Lisasta,31.03.2013,96,100.7,97.1,107.2,97.1,2,21.03.2017,2017-11-28,2017-03-21,252
3709518,3736,555214,2017-11-23,30,SI,74247538,12.4,4.61,4.09,4.54,9.34,0,128,2017-11-24,NA,0.013,65087894,0,1,NA,NA,0,6747,0,0,NA,0.79,43.42,Holstein,01.04.2013,114.9,119.8,107.1,107.6,121.8,2,08.02.2017,2017-11-23,2017-02-08,288
