Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
13.9,3.75,3.54,4.37,65111854,1.06,45.64,Lisasta
14,4.22,3.52,4.63,65101153,1.26,42.39,Holstein
21,4.01,3.75,4.43,65104342,0,52.71,Holstein
19.8,4.6,3.15,4.52,65110942,2.65,34.9,Holstein
11.3,3.03,2.8,4.4,65093504,1.81,38.59,Holstein
13.1,4.18,3.5,4.73,65111976,0.56,48.88,Holstein
8.4,5.65,4.26,4.46,65115983,0.97,45.73,Holstein
14.5,2.88,3.44,4.73,65090930,0.22,45.63,Holstein
15.2,4.73,3.87,4.6,65099685,0.88,46.52,Holstein
11.2,4.37,3.88,4.77,65091887,0.75,44.87,Rjava
16,4.8,3.79,4.69,65092356,1.1,43.32,Rjava
7.5,4.5,3.71,4.97,65096833,1.05,42.67,Holstein
5.8,5.08,4.11,4.52,65097429,0.97,42.06,Lisasta
17,4.6,3.96,4.52,65106215,1.61,42.61,Holstein
22.3,2.92,3.36,4.61,65085716,2.1,38.13,Holstein
20.4,2.73,3.15,4.62,65091517,1.88,37.75,Holstein
10.5,5.49,3.97,4.46,65120182,1.94,38.67,Rjava
0,4.12,4.02,4.41,65104289,1.22,42.54,Lisasta
13.6,4.72,3.54,4.9,65085340,0.89,46.56,Holstein
10.6,3.69,3.19,4.8,65097661,1.62,40.89,Lisasta
7.8,5.9,3.75,4.53,65107282,1.43,44.14,Holstein
3.5,5.8,4.69,3.59,65107281,2.25,36.73,Holstein
14.4,4.04,3.11,4.65,65090918,0.87,46.61,Lisasta
23.8,4.82,3.73,4.62,65097084,0.03,50.92,Holstein
8.5,3.86,3.27,4.72,65091438,1.25,42.46,Holstein
14.7,3.45,2.98,4.29,65091439,2.33,36.09,Lisasta
17.2,3.68,3.01,4.72,65091440,2.66,35.74,Holstein
14.2,3.62,3.65,4.93,65111974,0.57,48.09,Holstein
12,4.29,3.61,4.63,65091340,0.64,44.56,Lisasta
6.4,5.19,4.39,4.07,65110998,0.28,47.29,Lisasta
6,4.69,3.45,4.35,65085117,2.22,36.44,Lisasta
17.2,3.34,3.34,4.69,65104819,1.49,45.63,Holstein
11.8,5.31,4.14,4.62,65104820,1.07,44.58,Lisasta
21.2,2.39,3.22,4.58,65104821,1.7,41.37,Holstein
19.5,3.95,3.3,4.72,65115651,1.15,46.13,Rjava
8,4.41,3.54,4.84,65093570,1.06,43.44,Rjava
7,5.82,4.19,4.32,65093571,0.52,46.33,Rjava
3,4.07,4.33,4.16,65115162,1.49,38.54,Lisasta
9,5.48,3.38,4.8,65104663,0.88,47.51,Rjava
0,3.48,2.82,4.29,65124818,2.71,38.5,Holstein
0,3.31,2.76,4.58,65124819,2.62,39.05,Holstein
10,3.22,3.62,4.43,65104461,1.75,38.03,Lisasta
5.4,4.34,3.34,4.44,65100854,1.35,44.13,Lisasta
9.2,5.32,3.18,4.77,65107372,3,34.24,Holstein
7.2,4.62,3.93,4.52,65107373,1.56,43.03,Holstein
12,4.24,3.68,4.46,65116953,1.99,39.91,Holstein
10.4,3.38,3.45,4.37,65105946,2.56,32.95,Holstein
13.4,4.05,3.67,4.7,65101131,0.76,46.67,Rjava
0,5.64,3.95,4.58,65126352,1.21,46.88,Holstein
43.3,3.75,3.36,4.5,65119544,2.67,34.68,Holstein
28.3,4.73,3.42,4.06,65119545,2.02,39.38,Holstein
6,5.1,3.86,4.44,65105615,1.07,44.95,Holstein
11,3.98,3.51,4.78,65117094,1.12,45.62,Holstein
49.4,4.93,2.92,4.79,65105207,1.6,40.9,Holstein
35.7,6.89,4.08,4.71,65105208,0.33,53.03,Holstein
5,4.51,4.26,4.71,65105574,0,54.47,Lisasta
11.3,4.75,3.9,4.49,65099396,1.37,43.65,Holstein
0,6.57,3.94,4.57,65125190,0.66,50.23,Lisasta
14.7,3.39,3.68,4.53,65110772,1.06,43.97,Holstein
14.5,4.61,3.87,4.4,65090688,0.87,44.42,Holstein
15.4,3.76,2.88,4.81,65090689,1.88,39.72,Holstein
21.4,3.6,3.24,4.75,65088865,1.06,46.93,Holstein
14.5,4.8,3.07,4.65,65092307,0.66,47.28,Lisasta
12,8.16,4.35,4.2,65089943,0,60.17,Lisasta
7.4,4.04,3.88,4.51,65092236,1.56,36.77,Holstein
19,2.5,2.64,4.54,65115544,3.25,35.67,Holstein
9.8,4.62,3.63,4.75,65093739,0.81,46.61,Holstein
7.5,6.23,4.85,4.3,65093740,0,49.33,Holstein
9.9,5.49,3.72,4.11,65110444,1.26,47.53,Lisasta
17,3.67,2.9,4.39,65117249,3.72,28.85,Holstein
0,4.34,3.04,4.61,65125037,2.49,40.25,Holstein
0,4.3,3.64,4.73,65125725,0.54,50.01,Lisasta
6,5.98,3.83,4.71,65117001,1.51,43.01,Holstein
15.6,4.38,3.8,4.42,65112216,1.23,45.5,Lisasta
3.6,4.23,3.81,4.38,65096920,0.73,46.11,Lisasta
0,4.35,3.77,4.45,65122641,1.33,43.06,Rjava
5.2,4.24,4.05,4.27,65105420,1.39,41.18,Lisasta
5,3.36,3.48,4.11,65105602,2.59,34.57,Holstein
18.3,4.22,3.37,4.57,65106152,2.15,41.02,Lisasta
0,5.78,5.98,4.57,65124442,0,55.43,Holstein
4.7,4.79,4.66,4.1,65111889,0.7,44.17,Lisasta
0,4.46,3.85,4.62,65120408,0,52.14,Holstein
0,3.81,3,4.82,65120407,1.92,40.63,Holstein
6.8,4.34,3.76,4.5,65115809,0.41,48,Lisasta
4.8,4.4,4.31,4.42,65102571,0.16,48.11,Lisasta
0,3.55,3.03,4.99,65120095,1.62,44.44,Lisasta
19,4.78,3.39,4.84,65117036,1.36,44.47,Holstein
7.8,5.31,3.93,4.75,65115986,0.82,47.14,Holstein
22.1,4.82,3.96,3.98,65119546,1.42,40.8,Holstein
11.4,4.16,3.87,4.56,65115393,1.1,45.7,Holstein
5.1,5.55,4.41,4.82,65115255,1.04,45.57,Lisasta
9.4,6.54,5.51,4.21,65105861,0,56.1,Holstein
11.3,6.45,4.73,4.49,65120037,0,53.75,Holstein
8.8,4.15,3.47,4.33,65115674,1.41,40.93,Rjava
0,3.97,3.08,4.79,65125846,1.68,43.14,Rjava
9.8,3.95,3.49,4.77,65085548,1.67,39.54,Lisasta
0,3.97,3.64,4.46,65125997,1.53,42.71,Holstein
20.6,4.02,3.71,4.58,65091518,1.23,41.59,Holstein
10.8,4.96,3.22,4.87,65107573,1.28,42.78,Lisasta
14.3,4.29,3.24,4.4,65097034,2.29,36.19,Holstein
17.2,3.85,3.12,4.8,65107595,1.74,42.5,Lisasta
4.3,3.76,3.41,4.48,65116345,1.41,42.96,Lisasta
9.2,5.26,3.6,4.53,65116952,0.91,45.98,Holstein
0,5.6,4.18,4.56,65125370,0.31,49.77,Holstein
5.9,4.92,3.81,4.53,65111855,0.84,44.27,Lisasta
9.1,3.9,2.92,4.51,65112201,2.85,36.27,Lisasta
11.2,4.32,3.51,4.03,65104932,2.76,36.17,Holstein
7.5,4.26,3.57,4.65,65104891,1.5,42.67,Lisasta
4.2,4.53,3.67,4.54,65085246,1.51,41.12,Holstein
6.6,4.28,3.36,4.6,65090899,0.61,43.82,Lisasta
7.5,4.68,3.93,4.5,65115330,0.67,47.67,Lisasta
22.5,3.22,2.98,4.95,65116226,1.77,44.94,Holstein
13.4,4.01,3.53,4.79,65104939,0.78,46.55,Holstein
13,5.14,4.45,4.76,65099613,0,50.8,Holstein
11.6,3.94,3.78,4.46,65088693,1.59,40.51,Rjava
0,5.39,4.65,4.82,65126291,0,51.58,Lisasta
9,4.11,3.58,4.6,65099614,1.01,42.54,Rjava
2.9,4.56,3.89,4.49,65120284,1.93,39.23,Holstein
2.2,4.8,3.63,4.17,65120283,3.22,31.72,Rjava
16.2,3.63,3.1,4.45,65119394,3.03,35.44,Holstein
0,4.63,4.45,4.09,65124925,1.12,43.83,Holstein
0,6.39,4.57,4.53,65124924,0.48,50.37,Lisasta
9,4.02,3.89,4.47,65089562,1.12,40.56,Lisasta
6,5.02,3.86,4.44,65111928,1.43,42.25,Lisasta
0,4.11,2.8,4.86,65125982,2.71,38.98,Holstein
8.3,4.69,3.33,4.57,65121967,1.65,44.73,Lisasta
9,6.58,4.53,4.39,65091152,0,48.96,Holstein
25,2.83,2.91,4.35,65115940,2.49,37.06,Holstein
11.5,4.17,2.94,4.47,65085245,2.2,37.39,Rjava
16,3.73,3.28,4.68,65102476,1.29,47.13,Holstein
3.8,3.73,3.55,4.71,65116522,1.5,41.23,Lisasta
0,3.65,4.49,4.53,65126414,1.56,39.2,Lisasta
9.2,5.15,3.48,4.56,65105301,1.72,42.21,Lisasta
19.6,4.79,3.88,4.72,65099695,0.34,48.78,Holstein
15.8,3.87,3.93,4.55,65091822,0.62,43.46,Lisasta
17.6,4.2,4.14,4.44,65091821,0.61,43.16,Lisasta
11.4,3.57,3.3,4.83,65088778,2.45,36.26,Lisasta
8.8,4.95,4.03,4.44,65088777,1.82,38.27,Lisasta
8.6,2.2,2.88,3.95,65107357,4.07,27.25,Lisasta
8,5.99,4.82,4.07,65112142,0,52.72,Holstein
8.5,3.74,3.29,4.4,65115984,2.23,41.02,Holstein
7.5,4.58,3.89,4.49,65115985,0.81,46.24,Holstein
23.1,3.51,3.31,4.8,65110773,1.49,44.92,Holstein
7.3,3.76,3.39,4.62,65110626,1.79,40.89,Holstein
15.6,4.02,2.93,4.89,65105999,2.16,38.86,Lisasta
11.2,4.46,4.1,4.56,65089146,0.72,44.74,Lisasta
12.8,4.2,3.24,4.54,65089863,1.83,36.56,Rjava
16.5,3.67,3.81,4.82,65093991,0,49.81,Lisasta
14.5,3.69,3.82,4.56,65085467,1.37,39.32,Lisasta
20,3.58,3,4.88,65110079,1.47,44.43,Holstein
20.5,5.5,3.84,4.15,65110080,0,56.69,Holstein
16.8,4.51,3.39,4.7,65091441,1.72,39.51,Holstein
9.2,4.13,3.83,4.4,65091442,0.74,42.2,Holstein
14.8,4.74,3.52,4.65,65091443,1.41,41.79,Holstein
10,4.93,3.47,4.46,65111786,1.54,43.05,Lisasta
4.2,4.07,3.52,4.33,65119957,1.14,45.61,Lisasta
12.1,3.62,4.04,4.39,65110774,0.6,47.31,Holstein
18.2,3.31,3.26,4.8,65091819,1.32,42.99,Holstein
9.6,3.75,3.82,4.71,65089430,0.96,44.48,Lisasta
0,3.9,4.01,4.49,65124589,2.02,39.3,Lisasta
11,3.36,3.37,4.63,65088064,2,38.62,Holstein
12,3.67,3.22,4.75,65119798,2.46,38.94,Holstein
0,3.57,3.04,4.76,65120382,2.04,39.81,Holstein
16.4,3.84,3.83,4.71,65092358,0.82,42.5,Rjava
8.4,5.03,3.57,4.87,65089006,1.4,42.46,Holstein
0,5.04,3.56,4.43,65125246,2.13,41.1,Lisasta
42.6,3.32,3.36,4.17,65119547,2.75,35.78,Holstein
36.8,3.77,3.66,4.52,65119548,1.4,41.11,Holstein
6.8,4.73,3.59,4.6,65107894,1.57,43.73,Lisasta
13,4,2.96,4.7,65089780,2.43,33.54,Lisasta
14.5,7.19,5.71,4.2,65112143,0,62.85,Holstein
31,3.07,3.32,4.87,65119541,0.96,47.32,Holstein
12.5,4.26,3.5,4.78,65085859,0,56.24,Lisasta
9.4,4.31,3.52,4.22,65088297,2.14,37.11,Lisasta
5.1,5.44,3.85,4.63,65100802,0.66,45.8,Lisasta
11.9,3.98,3.36,4.2,65094126,2.22,36.49,Holstein
0,4.55,4.55,4.19,65124527,0.94,42.99,Lisasta
11.4,5.4,3.3,4.57,65089066,0.81,45.83,Rjava
0,4.58,3.42,4.85,65125690,1.56,44.2,Lisasta
10.1,3.81,3.34,4.49,65089191,1.69,42.34,Lisasta
0,4.89,3.98,4.41,65126037,0.63,47.94,Rjava
15.6,4.49,3.73,4.11,65091723,1.33,40.24,Holstein
11,4.24,3.51,4.65,65089537,1.85,37.76,Holstein
0,3.95,2.93,4.91,65125924,1.97,43.58,Holstein
3,5.19,3.48,4.6,65116121,3.26,35.71,Lisasta
3.5,3.28,3.87,3.61,65089335,5.06,16.32,Lisasta
7.2,5.18,4.18,4.59,65088211,0,52.87,Rjava
6,4.94,3.68,4.32,65100782,0.44,46.71,Rjava
6.4,4.89,3.54,4.18,65107304,2.71,35.75,Holstein
12,4.58,3.33,4.56,65120114,2.42,40.49,Lisasta
6.3,3.61,3.53,4.06,65104529,2.6,33.38,Holstein
23.9,3.56,3.13,4.35,65104530,2.07,39.59,Holstein
0,3.44,3.39,4.45,65125038,2.25,39.42,Holstein
10.2,2.69,3.02,4.85,65091520,2.3,37.75,Holstein
0,4.09,3.45,5.02,65112060,0.99,46.01,Lisasta
44.9,3.07,3.53,4.69,65090787,1.79,38.4,Holstein
12.3,4.22,3.59,4.62,65093939,1.6,40.26,Holstein
3.8,5.12,4.26,4.18,65097033,0.52,44.24,Holstein
17.5,6.16,3.39,4.66,65106392,1.43,44.46,Lisasta
7.4,4.55,4.36,4.68,65106393,0.36,46.87,Lisasta
7.6,4.92,3.93,4.55,65106394,0.87,45.24,Lisasta
7.2,4.23,4.4,5.25,65106395,0,47.31,Lisasta
15.8,4.97,3.52,4.61,65115652,1.34,44.38,Rjava
7.9,3.91,3.87,4.36,65115490,1.02,45.43,Rjava
14,4.52,3.36,4.74,65097498,1.4,43.96,Rjava
0,3.99,3.35,4.5,65124668,2.14,42.66,Holstein
20.9,3.43,3.22,4.57,65099687,1.91,40.13,Holstein
21,4.28,3.34,4.78,65094077,0.93,46.21,Holstein
14.2,6.27,4.14,4.58,65094076,0.35,49.21,Holstein
12,4.07,3.71,4.85,65097662,1.41,40.59,Lisasta
9.6,4.63,3.11,4.6,65105909,2.15,40.87,Rjava
0,3.81,3.36,4.42,65124820,2.94,34.88,Holstein
8.5,4.29,3.43,4.33,65091482,0.98,43.7,Lisasta
10.2,4.75,3.5,4.75,65085311,1.25,41.87,Rjava
10.2,4.35,3.56,4.49,65085301,2.76,33.07,Holstein
5.3,4.33,2.57,4.78,65085457,2.74,36.18,Holstein
6,4.15,3.71,4.68,65105628,1.34,42.5,Holstein
15.4,4.83,3.7,4.55,65094293,0,51.83,Lisasta
14.8,6.41,3.39,4.39,65105009,0.26,54.35,Lisasta
10.6,4.46,3.57,4.41,65105436,1.6,42.52,Holstein
5.4,5.93,4.24,4.36,65105676,0.55,50.43,Holstein
13.2,4.03,3.42,4.66,65105432,1.4,43.98,Holstein
11.1,6.48,5.03,4.18,65116306,0,72.85,Rjava
11.7,4.77,3.81,3.91,65116650,3.74,30.37,Holstein
12.4,4.79,3.91,4.31,65087890,1.05,45.07,Holstein
6.6,4.04,3.07,4.59,65094048,1.85,40.24,Rjava
20.7,7.1,4.01,4.2,65097083,0,57.51,Holstein
9.2,3.4,2.85,4.66,65116923,3.08,35.01,Holstein
6.8,4.34,3.17,4.75,65110987,1.36,45.05,Lisasta
11,4.22,3.19,4.56,65115786,3.02,35.81,Holstein
14,5.62,3.34,4.52,65110565,1.64,42.18,Holstein
6.6,3.64,3.46,4.57,65110923,2.47,35.08,Lisasta
4,5.74,4.4,4.62,65110924,0,49.14,Lisasta
9.4,4.14,3.26,4.58,65094326,1.74,40.19,Lisasta
11.4,4.28,3.4,4.44,65120471,2.89,36.11,Lisasta
9.3,5.24,3.54,4.47,65117134,1.57,44.23,Lisasta
14.9,3.55,3.73,4.55,65085717,1.6,40.73,Holstein
18.6,4.33,3.43,4.68,65085718,1.42,42.95,Holstein
10.5,4.11,3.41,4.55,65088916,1.54,41.41,Rjava
7,4.44,3.44,4.7,65102444,1.22,45.05,Holstein
3.5,4.87,4.21,4.61,65110645,0,50.28,Holstein
16.2,4.48,3.86,4.5,65089868,0,52.04,Holstein
9.6,4.36,3.55,4.75,65088600,1.53,42.85,Lisasta
0,3.27,4.06,4.37,65124794,1.63,37.79,Lisasta
4,4.47,4.04,4.46,65115263,0.94,45.69,Lisasta
0,5.07,3.67,4.54,65124590,2.53,36.15,Lisasta
11,4.05,3.42,4.7,65092308,0.56,44.74,Lisasta
7.8,6.17,4.35,4.32,65104911,1.07,45.27,Lisasta
4.2,5.15,4.43,3.81,65104913,3.55,24.07,Lisasta
8,4.03,3.38,4.77,65107703,0.93,45.84,Rjava
0,4.2,3.62,4.58,65125039,1.6,43.99,Holstein
11.2,3.77,3.25,4.71,65089866,1.32,41.01,Lisasta
11.8,5.15,3.54,4.7,65104707,1.34,44.48,Rjava
20.7,4.4,3.52,4.57,65107456,1.05,46.46,Holstein
11,4.43,3.45,4.19,65101039,2.3,37.56,Lisasta
15.4,3.82,3.62,4.35,65115509,1.71,42.73,Holstein
0,3.46,3.14,4.62,65122571,1.85,42.6,Holstein
9.6,4.91,3.22,4.55,65097035,2.21,39.71,Holstein
6.1,3.1,3.1,4.88,65087812,1.87,41.65,Lisasta
13,4.66,3.95,4.27,65104256,1.67,39.38,Holstein
20.4,3.88,3.49,4.54,65091823,1.07,42.33,Lisasta
5.2,4.61,4.18,4.53,65120153,0.24,50.79,Lisasta
23.8,3.43,3.56,4.78,65097594,1.13,42.99,Holstein
10.5,4.41,3.01,4.51,65089334,2.58,35.92,Lisasta
9.4,4.8,3.71,4.73,65116463,0.94,46.74,Holstein
5.2,4.01,4.05,4.39,65121946,2.09,39.5,Lisasta
17.2,4.1,4.18,4.48,65107527,0.49,46.13,Holstein
8.2,5.62,3.95,4.48,65088719,0.55,47.4,Holstein
13,3.73,3.51,4.92,65119821,1.77,42.49,Holstein
6.3,3.75,3.74,4.21,65104940,2.3,35.6,Holstein
5.9,3.64,3.18,3.9,65115836,5.13,22.98,Holstein
0,4.84,4.26,4.29,65124927,0.91,46.01,Holstein
0,5.92,3.81,4.66,65124926,1.41,44.04,Lisasta
7.2,3.85,4.03,4.06,65104941,2.68,32.79,Holstein
11.9,4.28,3.93,4.56,65104942,1.79,38.52,Holstein
9,4.85,3.61,4.49,65117003,2.29,39.71,Holstein
11,4.02,3.72,3.85,65117002,4.13,26.6,Holstein
12,3.86,3.64,4.77,65107876,1.56,42.94,Holstein
15.5,3.7,3.34,4.55,65116227,1.81,42.49,Lisasta
8.8,5.74,4.23,4.42,65116691,1.49,45.29,Holstein
9.6,5.14,4.71,4.58,65115508,0,50.64,Holstein
23.4,2.78,3.2,4.85,65116501,1.71,42.85,Holstein
9.3,6.48,5.46,3.89,65107632,0,55.69,Lisasta
17.4,3.46,2.9,4.7,65107597,1.9,40.93,Lisasta
26,3.58,2.91,4.9,65110658,2.82,38.19,Holstein
6.1,4.43,3.77,4.51,65093505,0.71,42.66,Holstein
6,4.95,3.97,4.4,65115758,1.86,39.75,Lisasta
16,4.96,3.38,4.89,65115759,1.54,42.15,Lisasta
39.7,5.05,3.24,4.71,65119549,1.21,45.32,Holstein
7.4,3.98,3.97,4.18,65119550,2.5,33.08,Holstein
17.2,4.28,3.99,4.64,65097065,0.26,46.09,Holstein
24.3,5.35,3.03,4.31,65097064,2.11,40.9,Holstein
10.2,3.03,3.37,4.56,65116753,1.4,44.99,Lisasta
13.2,4.3,3.94,4.43,65090928,0.15,46.78,Holstein
13.6,3.75,2.83,4.91,65121887,3.08,37.53,Lisasta
15,4.97,4.29,4.25,65097086,1.08,39.97,Holstein
33.8,4.32,3.74,4.43,65097087,1.11,43.16,Holstein
0,3.37,3.35,4.97,65124669,1.79,43.22,Holstein
5.6,5.39,4.52,4.51,65112217,0,53.58,Holstein
0,3.32,3.23,4.55,65125138,2.12,40.87,Lisasta
11,4.63,3.63,4.22,65116647,4.2,31.2,Holstein
0,5.48,4.24,4.46,65124573,0.19,51.01,Lisasta
6.2,4.05,3.09,4.37,65085517,2.05,37.87,Lisasta
5.6,5.02,3.32,4.61,65085518,1.13,43.99,Lisasta
15,3.91,3.38,4.47,65091393,2.1,37.57,Lisasta
0,4.61,4.12,4.6,65124884,0.61,47.34,Holstein
15.8,5.44,3.99,4.58,65097067,0.59,45.23,Holstein
39.1,4.6,3.18,4.65,65097066,1.51,40.8,Holstein
15,4.05,2.9,4.75,65089911,2.51,34.96,Holstein
10.4,3.46,3.31,4.48,65089910,3.03,30.56,Holstein
16,4.39,3.33,4.56,65088496,1.31,43.66,Holstein
16.2,5.54,2.9,4.37,65116438,2.67,36.52,Holstein
6.8,5.23,4.11,4.37,65104981,1.23,45.43,Lisasta
8.5,5.1,3.87,4.6,65104912,0.7,46.51,Lisasta
11.5,3.98,3.03,4.73,65096943,1.87,40.78,Lisasta
29.6,3.56,3.45,4.68,65110775,1.52,43.23,Holstein
0,3.99,2.8,4.8,65125148,1.93,44.04,Holstein
0,5.07,4.16,4.7,65122126,0,58.56,Lisasta
18.8,4.03,3.25,4.6,65102478,1.47,43.15,Holstein
0,4.21,4.07,4.65,65126223,0.48,49.6,Holstein
3.8,5.41,4.29,4.75,65119958,0,51.79,Lisasta
11.4,3.46,3.72,4.46,65092357,2.52,33.68,Rjava
6.8,4.01,3.24,4.54,65107245,1.79,40.66,Rjava
13.8,3.3,3.61,4.79,65088849,1.87,37.76,Lisasta
6.5,5.66,3.58,4.51,65088562,2.76,36.21,Lisasta
7.4,4.32,3.76,4.46,65094112,2.13,34.79,Lisasta
28.9,2.97,3.19,4.1,65119551,2.03,39.73,Holstein
35.4,2.74,3.1,4.46,65119552,2,41.2,Holstein
4,4.7,3.93,4.15,65088188,2.68,30.83,Rjava
7.8,5.28,4.93,4.35,65110776,0,52.62,Holstein
20,3.38,2.89,4.62,65091444,2.01,38.05,Holstein
12.4,3.73,3.68,4.77,65091849,0.73,42.01,Holstein
7,4.7,3.91,4.34,65116319,1.26,43.55,Rjava
0,4.2,3.06,4.71,65124756,2.45,36.74,Holstein
3,5.02,4.6,4.71,65088917,0,55.15,Rjava
15.7,3.6,3.67,4.82,65110778,1.2,45.65,Holstein
11.8,3.61,3.74,4.78,65110777,1.11,44.87,Holstein
0,4.51,3.66,4.17,65126192,2.4,39.83,Holstein
34.3,3.72,3.59,4.57,65090796,1.31,38.29,Holstein
0,5.97,5.28,4.78,65126415,0,56.81,Lisasta
8.4,4.84,3.14,4.57,65089573,2.05,38.9,Lisasta
21.2,3.75,2.49,5.09,65104345,3.17,36.57,Holstein
16.4,4.13,3.06,4.26,65117147,2.33,38.98,Holstein
13,4.06,3.45,4.4,65117148,1.14,47.3,Holstein
0,3.81,3.39,4.39,65126001,2.31,39.47,Holstein
12.4,3.08,3.24,4.62,65110779,2.73,35.18,Holstein
0,5.51,4.36,4.64,65122570,0.28,47.39,Holstein
0,3.99,3.25,4.43,65124492,2.41,39.86,Lisasta
13.5,4.48,3.46,4.61,65085921,1.96,39.91,Holstein
10.2,4.51,3.93,4.62,65085919,1.99,38.31,Holstein
14.8,3.17,3.13,3.61,65085920,3.31,30.33,Holstein
0,4.55,4.02,4.65,65124670,0.88,49.42,Holstein
0,4.97,3.95,4.54,65124671,1.38,44.75,Holstein
8.6,5.35,4.21,4.57,65115585,0.2,48.35,Rjava
19.2,3.57,3.01,4.62,65093993,2.26,35.97,Holstein
15,4.45,4.16,4.73,65088522,0,51.1,Lisasta
12.1,6.36,5.24,4.1,65097069,0,52.32,Holstein
36,3.17,3.54,4.86,65097068,1.28,41.14,Holstein
10.4,4.59,4.51,4.73,65088521,0,54.4,Lisasta
10.9,4.79,3.67,4.34,65091159,0.82,45.93,Holstein
11,3.93,3.05,4.45,65116255,2.28,37.64,Holstein
0,2.86,3.57,4.35,65125629,0.88,43.76,Lisasta
0,5.78,4.79,4.1,65125630,2.06,36.54,Lisasta
18.5,3.33,3.28,4.14,65104346,2.48,38.89,Holstein
7,4.58,4.01,4.64,65099460,0.62,46.33,Lisasta
11.2,3.86,3.63,4.49,65089366,1.14,41.24,Holstein
14.6,5.1,3.7,4.78,65093861,0.6,46.1,Holstein
9.2,3.76,3.61,4.63,65107392,1.21,43.75,Lisasta
6.2,6.45,4.51,4.3,65107391,0.2,50.28,Holstein
9.6,4.2,3.3,4.59,65085302,2.03,37.25,Rjava
11.2,4.55,3.61,4.43,65097304,2.39,33.49,Lisasta
18,5.3,3.32,4.74,65088065,1.57,44.46,Holstein
0,5.14,3.88,4.54,65122199,1.53,42.99,Holstein
7.5,4.9,4.04,4.55,65101977,0.38,47.06,Lisasta
9,3.81,3.53,4.38,65091570,1.49,39.57,Lisasta
13,3.36,3.57,4.4,65091569,1.4,40.17,Lisasta
3.6,4.16,4.1,4.44,65100803,1.34,40.49,Lisasta
3.8,4.78,4.41,4.62,65088994,0.52,42.11,Holstein
10.3,4.84,4.16,4.27,65090858,0.73,44.17,Holstein
11.8,4.83,3.69,4.53,65116039,1.55,42.5,Holstein
23.5,3.95,3.03,4.51,65089865,2.42,33.48,Holstein
14.7,5.48,3.71,4.47,65119740,1.52,42.06,Holstein
6.8,4.33,3.36,4.68,65093882,1.44,41.96,Holstein
4,4.67,3.75,4.38,65116482,3.18,30.57,Lisasta
11,4.4,3.37,3.93,65097305,2.75,34.05,Holstein
21,2.67,2.83,4.73,65097306,2.57,37.35,Holstein
16,4.78,3.8,4.43,65094259,0.43,47.07,Holstein
17,3.55,3.48,4.5,65104343,1.17,45.82,Holstein
7,5.58,4.72,4.97,65092237,0,51.33,Holstein
11.4,4.86,3.62,4.72,65097430,0,50.78,Lisasta
7.4,4.14,4.2,4.52,65089842,0,49.22,Lisasta
12.2,4.78,3.68,4.49,65089840,1.22,42.58,Lisasta
11.2,4.72,3.56,4.6,65089431,1.95,40.03,Holstein
14.2,3.8,3.77,4.83,65085468,1.02,42.05,Holstein
18.6,4.63,3.31,4.79,65089091,1.19,45.11,Lisasta
12,4.55,4.03,4.54,65110943,0.89,47.07,Holstein
15.9,6.05,4.04,4.25,65119741,0.92,48.13,Holstein
13.4,4.29,3.68,4.55,65099684,1.39,42.24,Holstein
8,3.38,3.24,4.72,65093534,1.43,42.25,Lisasta
11.4,3.75,3.86,4.66,65091934,1.37,37.86,Holstein
10.3,4.89,4.2,4.72,65119747,0.6,45.28,Holstein
10.2,3.73,3.13,4.71,65088765,1.79,42.29,Lisasta
23.4,4.69,4.85,4.65,65105210,0,55.85,Holstein
41.5,3.62,3.68,4.73,65105209,0.39,47.8,Holstein
9.8,4.06,3.49,4.56,65107269,1.83,43.11,Lisasta
5.1,4.02,3.75,4.29,65120489,1.05,43.73,Lisasta
12.1,4.06,3.68,4.48,65093940,1.27,41.45,Holstein
12.2,4.11,3.08,4.7,65088464,2.33,37.76,Rjava
5.1,4.65,4.34,4.62,65088457,0.27,45.9,Holstein
12.6,4.4,3.38,4.59,65107205,3.01,33.05,Lisasta
12.6,3.77,3.74,4.96,65105974,0.98,44.71,Lisasta
8,3.75,4.03,4.67,65092325,0.47,45.55,Lisasta
8,4.54,4.37,4.67,65115894,0,54.62,Holstein
8.3,3.35,3.62,4.61,65092309,0.58,46.18,Lisasta
23,3.07,3.71,4.83,65097595,0.61,46.08,Holstein
10,4.78,3.55,4.56,65090980,0.43,46.75,Holstein
10.8,3.97,3.15,4.59,65120232,2.95,34.77,Lisasta
10.7,5.65,4.49,4.43,65110780,0.05,51.02,Holstein
2.5,3.87,4.01,4.13,65102396,2.02,36.96,Holstein
12.3,4.94,4.16,4.26,65093883,0.9,43.61,Holstein
0,2.51,3.48,4.8,65125040,1.6,43.6,Holstein
8.5,3.48,3.07,4.65,65100909,1.91,37.48,Lisasta
12.8,5.08,4.51,4.71,65100926,0,53.23,Holstein
14.8,5.44,3.75,4.3,65100925,0.74,46.27,Holstein
11.7,4.94,4.03,4.46,65093884,0.69,45.87,Holstein
0,3.81,3.52,4.46,65104290,2.27,35.15,Lisasta
0,5.8,3.73,4.39,65125473,2.03,42.25,Lisasta
16.7,4.71,3.36,4.73,65093885,1.77,40.65,Holstein
11.2,4.69,3.57,4.65,65105388,0.61,47.02,Lisasta
10.5,3.68,3.25,4.64,65104692,1.7,40.32,Holstein
