SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,LETOROJ,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
3745320,31807,556246,2017-12-05,12,SI,54300060,12.4,4.27,3.22,4.54,8.47,0,190,2017-12-07,NA,0.017,65119852,0,1,NA,NA,0,6784,0,0,NA,1.86,42.75,Lisasta,2013,101.9,101.4,93.5,98.2,97.4,3,12.08.2017,2017-12-06,2017-08-12,116
3745345,7866,555171,2017-11-22,14,SI,94299014,14.6,3.56,3.33,4.81,8.85,0,475,2017-11-23,NA,0.007,65085268,0,1,NA,NA,0,6747,-0.01,-0.07,NA,1.84,39.49,Holstein,2013,103.5,107.6,107.2,109.2,103.7,2,20.08.2017,2017-11-22,2017-08-20,94
3745702,5377,556084,2017-12-04,3,SI,74247246,10.3,4.15,3.18,4.4,8.3,0,104,2017-12-06,NA,0.012,65115491,0,2,NA,NA,0,6780,0,0,NA,2.51,38.63,Rjava,2013,105.8,109.5,120,103.1,115.3,3,26.09.2017,2017-12-05,2017-09-26,70
3745719,7333,555405,2017-11-24,6,SI,04300058,9,5.59,4.33,4.26,9.3,0,354,2017-11-27,NA,0.001,65091070,0,1,NA,NA,0,6750,0.14,-0.09,NA,0,60.05,Lisasta,2013,119.3,122.6,96.6,103.5,115.8,2,02.03.2017,2017-11-26,2017-03-02,269
3746034,16081,556503,2017-12-07,10,SI,64297974,0,5.24,3.48,4.31,8.5,0,659,2017-12-08,NA,0.007,65126340,0,2,NA,NA,0,6795,0,0,NA,2.57,38.74,Holstein,2013,86.7,89.1,108.6,92.8,95,3,28.04.2017,2017-12-07,2017-04-28,223
3746038,32037,555950,2017-12-01,13,SI,84258599,7.8,5,3.94,5,9.65,0,396,2017-12-04,NA,0.013,65107660,0,2,NA,NA,0,6771,0.06,-0.03,NA,0.48,47.06,Lisasta,2013,108.3,110.7,100.3,105.1,110.2,1,19.07.2016,2017-12-03,2016-07-19,502
3746040,32037,555950,2017-12-01,14,SI,74258600,5.5,5.54,4.21,4.64,9.56,0,67,2017-12-04,NA,0.021,65107661,0,2,NA,NA,0,6771,0.09,0,NA,0.57,44.44,Lisasta,2013,97.6,97.5,106.6,107,102.4,1,05.07.2016,2017-12-03,2016-07-05,516
3746050,16146,556480,2017-12-07,13,SI,24133540,0,4.86,2.76,4.36,7.83,0,493,2017-12-08,NA,0.072,65125891,0,1,NA,NA,0,6791,0.06,0.04,NA,2.69,37.75,Holstein,2013,124.5,114.2,63.2,80.4,98.8,1,04.09.2015,2017-12-07,2015-09-04,825
3746129,704,556206,2017-12-02,6,SI,74298132,7.8,4.63,3.51,4.58,8.8,0,51,2017-12-06,NA,0.018,65116926,0,1,NA,NA,0,6784,0,0,NA,2.09,41.31,Holstein,2013,110.9,109,95,86.8,105.5,2,23.01.2017,2017-12-05,2017-01-23,316
3746494,32037,555950,2017-12-01,12,SI,94258598,8,5.28,3.44,4.71,8.86,0,26,2017-12-04,NA,0.019,65107659,0,2,NA,NA,0,6771,0.14,0.04,NA,1.72,40.7,Lisasta,2013,101.3,97.9,101.3,88.7,104,2,15.06.2017,2017-12-03,2017-06-15,171
3746500,8430,555580,2017-11-28,20,SI,24278177,13,4.54,3.31,5.18,9.2,0,86,2017-11-28,NA,0.028,65094297,0,2,NA,NA,0,6753,0.03,-0.04,NA,0.27,48.36,Lisasta,2013,104.6,108.5,97.8,124.2,104.2,3,25.10.2017,2017-11-27,2017-10-25,33
3746509,36297,555958,2017-12-02,12,SI,34299515,6.8,6.62,4.27,4.51,9.49,0,55,2017-12-04,NA,0.025,65107763,0,2,NA,NA,0,6771,0.09,-0.08,NA,0,52.05,Lisasta,2013,111.5,114.1,108.6,107,116,2,09.03.2017,2017-12-03,2017-03-09,269
3746526,30101,555374,2017-11-23,6,SI,84200668,5.2,5.14,4.2,4.42,9.34,0,313,2017-11-24,NA,0.021,65089867,0,2,NA,NA,0,6750,0,0,NA,1.49,38.16,Holstein,2013,111,120.1,103.9,112.8,119.2,2,07.05.2016,2017-11-23,2016-05-07,565
3746810,2377,556297,2017-12-05,9,SI,34218945,11.7,5.14,2.97,4.46,8.14,0,270,2017-12-07,NA,0.016,65120234,0,2,NA,NA,0,6784,-0.01,-0.1,NA,2.24,41.61,Lisasta,2013,112.8,113,107.5,96,117.3,3,29.10.2017,2017-12-06,2017-10-29,38
3746864,7480,556345,2017-12-06,32,SI,34294046,0,4.29,3.76,4.68,9.14,0,64,2017-12-08,NA,0.02,65122408,0,2,NA,NA,0,6791,0,0,NA,1.37,42.95,Rjava,2013,103.3,91.9,84.7,100.5,84.1,2,21.02.2017,2017-12-07,2017-02-21,289
3746876,20605,555859,2017-12-01,1,SI,64253675,4,3.92,4.18,3.84,8.74,0,499,2017-12-01,NA,0.02,65105711,0,1,NA,NA,0,6765,0,0,NA,0.89,42.78,Lisasta,2013,110.3,104.5,88.5,85.4,106.3,2,07.03.2017,2017-11-30,2017-03-07,268
3746922,7480,556345,2017-12-06,34,SI,64294050,0,4.23,3.67,3.93,8.31,0,4416,2017-12-08,NA,0.013,65122410,0,2,NA,NA,0,6791,0,0,NA,3.26,31.4,Rjava,2013,124.6,112,104.9,93.2,121.4,2,18.02.2017,2017-12-07,2017-02-18,292
3746926,3907,555887,2017-12-01,11,SI,54220171,12.4,4.22,3.63,4.6,8.94,0,239,2017-12-01,NA,0.017,65106350,0,1,NA,NA,0,6771,0,0,NA,1.15,44.32,Lisasta,2013,114.4,113.5,85.4,99.9,107.3,2,16.02.2017,2017-11-30,2017-02-16,287
3747431,912,556310,2017-12-07,12,SI,34259784,14.9,4.78,3.42,4.87,9.01,0,22,2017-12-07,NA,0.011,65120491,0,1,NA,NA,0,6784,0,0,NA,1.25,45.47,Lisasta,2013,89.4,94,90.8,122.2,89.3,3,13.11.2017,2017-12-06,2017-11-13,23
3747511,1956,555779,2017-11-28,8,SI,04259639,4.5,5.16,3.95,4.49,9.15,0,576,2017-12-01,NA,0.007,65104447,0,1,NA,NA,0,6765,0,0,NA,1.17,44.27,Lisasta,2013,96.8,99.6,117.8,99.6,103.4,3,10.09.2017,2017-11-30,2017-09-10,81
3747512,1956,555779,2017-11-28,7,SI,14259638,8.6,4.58,4.19,4.52,9.42,0,147,2017-12-01,NA,0.017,65104446,0,1,NA,NA,0,6765,0,0,NA,1.15,43.9,Lisasta,2013,93,95.3,91.3,98.4,90.6,2,20.01.2017,2017-11-30,2017-01-20,314
3747529,22573,556255,2017-12-05,8,SI,74261327,12,3.79,3.41,4.72,8.84,0,23,2017-12-07,NA,0.015,65119988,0,1,NA,NA,0,6784,0.03,-0.04,NA,1.75,40.47,Lisasta,2013,107.8,105.9,91.7,89.2,101.2,3,15.07.2017,2017-12-06,2017-07-15,144
3747737,5408,556493,2017-12-08,11,SI,84297855,0,5.56,4.64,4.69,10.03,0,126,2017-12-08,NA,0.023,65126122,0,1,NA,NA,0,6795,0,0,NA,0,55.65,Holstein,2013,112.4,114.6,90.8,100,108.4,1,18.01.2016,2017-12-07,2016-01-18,689
3747756,22650,556356,2017-12-06,5,SI,64036308,0,4.77,3.29,4.66,8.66,0,24,2017-12-08,NA,0.025,65122613,0,2,NA,NA,0,6791,0,0,NA,2.27,41.22,Lisasta,2013,91.2,93.8,96.6,105.3,92.6,2,16.05.2017,2017-12-07,2017-05-16,205
3747843,31627,555794,2017-11-29,12,SI,54297315,6,6.03,3.9,4.38,8.99,0,31,2017-12-01,NA,0.012,65104732,0,1,NA,NA,0,6765,0,0,NA,1.22,45.08,Holstein,2013,99.5,101.3,106.2,93.3,109.6,1,26.04.2016,2017-11-30,2016-04-26,583
3747950,1465,556432,2017-12-05,9,SI,84259545,0,5.37,4.31,4.37,9.38,0,209,2017-12-08,NA,0.011,65125180,0,2,NA,NA,0,6791,0.14,0.05,NA,0.39,49.36,Holstein,2013,87.5,97.1,107.3,120.8,95.8,2,24.05.2017,2017-12-07,2017-05-24,197
3747952,9918,556148,2017-12-04,7,SI,34259571,6.8,4.7,4.46,3.93,9.1,0,5486,2017-12-06,NA,0.023,65116025,0,1,NA,NA,0,6780,0.08,-0.07,NA,1.25,38.89,Holstein,2013,98.1,96.6,75.6,92.1,85.1,2,17.12.2016,2017-12-05,2016-12-17,353
3748046,11353,556377,2017-12-07,17,SI,54252369,0,4.84,4.29,4.33,9.33,0,1916,2017-12-08,NA,0.014,65124608,0,1,NA,NA,0,6791,0,0,NA,1.09,42.51,Holstein,2013,103,111.9,104.1,121.3,107.8,2,29.11.2016,2017-12-07,2016-11-29,373
3748359,900032,555993,2017-11-30,71,SI,64250830,11.9,4.15,3.95,4.52,9.19,0,133,2017-12-05,NA,0.014,65110795,0,1,NA,NA,0,6775,0,-0.09,NA,0.41,48.02,Holstein,2013,99.1,101.6,123.7,110.8,114.2,2,18.04.2017,2017-12-04,2017-04-18,230
3749114,15631,556468,2017-12-06,19,SI,84110316,0,7.37,3.83,4.46,9,0,197,2017-12-08,NA,0.011,65125581,0,2,NA,NA,0,6791,0,0,NA,1.39,47.15,Rjava,2013,90.4,94.2,115.9,126,95.3,3,31.07.2017,2017-12-07,2017-07-31,129
3749259,7929,555416,2017-11-23,9,SI,94297122,4,4.65,3.71,4.46,8.89,0,3590,2017-11-27,NA,0.032,65091277,0,2,NA,NA,0,6750,0,0,NA,1.99,35.97,Lisasta,2013,93.2,95.7,97.2,103.7,93.2,2,02.04.2017,2017-11-26,2017-04-02,238
3749260,7929,555416,2017-11-23,10,SI,84297123,6,3.75,3.42,4.3,8.43,0,2815,2017-11-27,NA,0.025,65091278,0,2,NA,NA,0,6750,0,0,NA,2.87,29.61,Lisasta,2013,89.4,94.6,88.7,112.8,87.4,3,04.08.2017,2017-11-26,2017-08-04,114
3749261,7929,555416,2017-11-23,11,SI,74297124,6.6,5.66,3.36,4.63,8.71,0,133,2017-11-27,NA,0.021,65091279,0,2,NA,NA,0,6750,0,0,NA,1.98,36.3,Lisasta,2013,94,98.1,107.2,107.8,98.2,3,11.07.2017,2017-11-26,2017-07-11,138
3749287,32534,555882,2017-12-01,18,SI,34297867,15.4,3.11,3.52,4.36,8.6,0,86,2017-12-01,NA,0.023,65106217,0,1,NA,NA,0,6771,-0.02,-0.09,NA,3.18,32.24,Holstein,2013,115.6,116.8,84,101.9,101.8,3,31.05.2017,2017-11-30,2017-05-31,183
3749294,1232,555968,2017-12-01,22,SI,64297864,15.1,4.45,3.29,4.91,8.91,0,39,2017-12-04,NA,0.021,65107936,0,2,NA,NA,0,6771,0,0,NA,1.86,41.25,Holstein,2013,98.9,100.8,97.7,107.9,93.9,3,29.06.2017,2017-12-03,2017-06-29,157
3749968,3339,556328,2017-12-06,21,SI,44261021,7,6.3,3.17,4.55,8.43,0,28,2017-12-07,NA,0.009,65122074,0,2,NA,NA,0,6791,0,0,NA,1.95,41.51,Lisasta,2013,87.9,89.4,117.9,116.9,97,3,09.10.2017,2017-12-06,2017-10-09,58
3750086,17425,556227,2017-12-06,6,SI,94260094,9.7,5.19,5.13,5.15,10.99,0,306,2017-12-07,NA,0.016,65119396,0,1,NA,NA,0,6784,0,0,NA,0,63.54,Holstein,2013,114.5,122.6,102.3,115.9,115.3,3,05.12.2017,2017-12-06,2017-12-05,1
3750119,5448,555538,2017-11-26,33,SI,74260663,19.6,3.92,3.78,4.78,9.27,0,22,2017-11-28,NA,0.01,65093833,0,1,NA,NA,0,6753,0.01,-0.07,NA,0.43,46.53,Holstein,2013,107.9,113.2,107.9,113.9,106.5,3,05.10.2017,2017-11-27,2017-10-05,53
3750226,9400,555758,2017-11-28,16,SI,54201655,12,5.03,3.74,4.82,9.27,0,72,2017-11-30,NA,0.016,65101155,0,2,NA,NA,0,6762,0,0,NA,1.15,44.38,Holstein,2013,94.7,90.5,90.4,97.6,85.4,2,21.03.2017,2017-11-29,2017-03-21,253
3750568,5358,556498,2017-12-08,25,SI,64134073,0,3.65,3.66,4.51,8.88,0,343,2017-12-08,NA,0.015,65126228,0,1,NA,NA,0,6795,0.01,-0.02,NA,2.58,37.45,Holstein,2013,110.9,103.5,103.3,86.3,114.5,2,23.02.2017,2017-12-07,2017-02-23,287
3750595,9627,556344,2017-12-06,12,SI,14300105,0,5.19,3.49,4.73,8.93,0,68,2017-12-08,NA,0.013,65122370,0,2,NA,NA,0,6791,0,0,NA,2.1,41.16,Lisasta,2013,98.4,101.9,106.6,107.3,101.6,2,19.05.2017,2017-12-07,2017-05-19,202
3750912,3984,555955,2017-12-02,5,SI,24297961,4,4.32,4.13,4.43,9.27,0,70,2017-12-04,NA,0.028,65107705,0,2,NA,NA,0,6771,0,0,NA,0.23,45.62,Rjava,2013,96.4,97.5,100.1,106.6,98.5,2,29.05.2017,2017-12-03,2017-05-29,188
3750914,3984,555955,2017-12-02,6,SI,24297985,8,4.54,3.21,4.7,8.62,0,1739,2017-12-04,NA,0.031,65107706,0,2,NA,NA,0,6771,0,0,NA,1.5,43.46,Rjava,2013,109.1,108.2,100,92.8,109.8,2,13.07.2017,2017-12-03,2017-07-13,143
3751078,31168,556486,2017-12-07,5,SI,53882781,0,3.75,3.19,4.74,8.64,0,143,2017-12-08,NA,0.025,65125994,0,1,NA,NA,0,6791,0,0,NA,2.33,39.05,Holstein,2013,118.7,113.8,95.4,87.6,117.6,2,15.06.2017,2017-12-07,2017-06-15,175
3751136,32222,555737,2017-11-28,16,SI,44268334,7,3.63,4.12,4.42,9.25,0,403,2017-11-30,NA,0.024,65102261,0,2,NA,NA,0,6765,0.07,-0.03,NA,1.23,40.8,Rjava,2013,116.8,118.5,91.3,111.3,110.9,2,11.05.2017,2017-11-29,2017-05-11,202
3751427,20008,556149,2017-12-04,3,SI,54258592,17.2,4.4,3.41,4.57,8.69,0,30,2017-12-06,NA,0.015,65116041,0,2,NA,NA,0,6780,0.04,-0.01,NA,1.13,45.38,Holstein,2013,108.7,101,76.4,83.9,91.3,3,28.11.2017,2017-12-05,2017-11-28,7
3751438,17425,556227,2017-12-06,5,SI,24258595,18.5,3.79,3.1,4.7,8.51,0,566,2017-12-07,NA,0.012,65119395,0,1,NA,NA,0,6784,0,0,NA,2.74,36.26,Holstein,2013,117.9,121.2,115.1,99.6,131,3,10.10.2017,2017-12-06,2017-10-10,57
3751460,5359,556489,2017-12-06,13,SI,64279583,0,3.81,3.18,4.56,8.45,0,33,2017-12-08,NA,0.012,65126040,0,2,NA,NA,0,6791,0,0,NA,2.02,40.61,Lisasta,2013,138.2,133.4,78.8,85.1,123.6,3,24.09.2017,2017-12-07,2017-09-24,74
3751497,9951,555227,2017-11-22,21,SI,94300107,9,6.61,5.04,3.97,9.72,0,210,2017-11-24,NA,0.013,65088068,0,2,NA,NA,0,6747,0,0,NA,0,52.49,Holstein,2013,118.5,126.2,110.9,115.7,127.4,2,20.12.2016,2017-11-23,2016-12-20,338
3751681,3232,556040,2017-12-01,3,SI,54259799,4.6,6.05,4.37,4.61,9.7,0,109,2017-12-05,NA,0.015,65111836,0,2,NA,NA,0,6775,0,0,NA,0,56.04,Lisasta,2013,101.5,103.3,134.7,101.4,114.9,2,26.09.2016,2017-12-04,2016-09-26,434
3751810,900032,555993,2017-11-30,72,SI,54250831,15.5,3.56,3.45,4.79,8.95,0,55,2017-12-05,NA,0.02,65110796,0,1,NA,NA,0,6775,-0.03,-0.11,NA,2.27,38.5,Holstein,2013,107.9,98.4,76.4,80.8,87.1,3,28.09.2017,2017-12-04,2017-09-28,67
3752204,7842,556335,2017-12-06,11,SI,34280043,0,6.44,4.07,4.41,9.19,0,138,2017-12-08,NA,0.014,65122216,0,2,NA,NA,0,6791,0,0,NA,1.14,45.04,Lisasta,2013,118.5,109.5,115.3,85,126.5,2,14.11.2016,2017-12-07,2016-11-14,388
3752215,7591,556082,2017-12-01,14,SI,34247264,9,3.52,3.91,4.57,9.19,0,63,2017-12-06,NA,0.024,65115468,0,2,NA,NA,0,6780,0,0,NA,0.66,44.43,Rjava,2013,118.5,108.9,73,75.5,105.5,2,04.12.2016,2017-12-05,2016-12-04,366
3752269,8796,556089,2017-12-04,13,SI,54299104,7.4,5.03,4.08,4.48,9.28,0,85,2017-12-06,NA,0.016,65115601,0,1,NA,NA,0,6780,0.03,-0.08,NA,0.31,48.71,Rjava,2013,109.3,109.9,97.7,107.3,109,2,04.02.2017,2017-12-05,2017-02-04,304
3752304,24528,555229,2017-11-23,9,SI,74146114,4.1,4.26,3.88,4.53,9.13,0,1356,2017-11-24,NA,0.014,65088102,0,1,NA,NA,0,6747,0.06,0.02,NA,1.6,39.96,Lisasta,2013,101.7,104.5,87.8,103,98.3,1,14.04.2016,2017-11-23,2016-04-14,588
3752380,32717,555330,2017-11-23,15,SI,84298595,5.8,6.04,3.98,4.6,9.29,0,104,2017-11-24,NA,0.009,65089068,0,1,NA,NA,0,6747,0.03,-0.06,NA,0.5,52.29,Holstein,2013,91.7,98,109.8,110,99.1,2,12.01.2017,2017-11-23,2017-01-12,315
3752521,8905,555788,2017-11-29,9,SI,24297129,11.5,3.26,2.91,4.22,7.85,0,2946,2017-12-01,NA,0.015,65104645,0,1,NA,NA,0,6765,0,0,NA,3.56,29.52,Holstein,2013,98,96.7,84.9,87.1,92.6,3,07.08.2017,2017-11-30,2017-08-07,115
3752523,8905,555788,2017-11-29,8,SI,34297128,12,4.76,3.05,4.52,8.28,0,328,2017-12-01,NA,0.011,65104644,0,1,NA,NA,0,6765,0,0,NA,2.66,39.02,Holstein,2013,101,101.8,100.1,94.9,101.6,3,09.09.2017,2017-11-30,2017-09-09,82
3753271,495,556053,2017-12-01,18,SI,94194397,0,3.96,3.75,4.34,8.8,0,109,2017-12-05,NA,0.024,65112062,0,1,NA,NA,0,6775,0.03,-0.03,NA,1.92,40.32,Holstein,2013,107.8,101.6,95.6,94.2,107,2,31.03.2017,2017-12-04,2017-03-31,248
3753567,8594,556382,2017-12-06,37,SI,14261897,0,4.94,4.4,4.47,9.58,0,920,2017-12-08,NA,0.023,65124675,0,2,NA,NA,0,6791,0,-0.14,NA,0.6,48.78,Holstein,2013,120.2,129,111.1,112.3,128.8,2,06.11.2016,2017-12-07,2016-11-06,396
3753663,7133,555837,2017-11-30,10,SI,54261972,4.6,4.1,3.9,4.22,8.83,0,385,2017-12-01,NA,0.031,65105390,0,1,NA,NA,0,6765,0,0,NA,2.54,33.28,Holstein,2013,107.2,108.4,90,104.2,101,2,16.11.2016,2017-11-30,2016-11-16,379
3753728,1384,555222,2017-11-23,9,SI,94297139,2.4,4.74,3.64,4.12,8.47,0,547,2017-11-24,NA,0.016,65088014,0,1,NA,NA,0,6747,0,0,NA,1.72,37.61,Rjava,2013,111,108.4,87.2,85.9,106.9,2,15.10.2016,2017-11-23,2016-10-15,404
3753767,8596,555277,2017-11-24,8,SI,94300114,0,4.75,3.43,4.55,8.69,0,600,2017-11-24,NA,0.006,65088355,0,2,NA,NA,0,6747,0,0,NA,2.01,41.36,Holstein,2013,95.3,97.6,108.9,87.2,107.4,2,10.05.2017,2017-11-23,2017-05-10,197
3753923,21215,555204,2017-11-22,5,SI,54111200,13.5,4.81,3.02,4.82,8.55,0,43,2017-11-23,NA,0.006,65085888,0,2,NA,NA,0,6747,0.08,0.07,NA,1.03,46.31,Lisasta,2013,113.2,111.1,109.7,96.6,116.8,3,12.10.2017,2017-11-22,2017-10-12,41
3753926,20948,555454,2017-11-25,37,SI,04258621,9.5,6.03,3.61,4.25,8.57,0,45,2017-11-27,NA,0.025,65091449,0,1,NA,NA,0,6750,0,-0.12,NA,1.57,44.31,Lisasta,2013,106.9,108.3,127,103.2,118.5,2,28.06.2017,2017-11-26,2017-06-28,151
3753964,6753,555198,2017-11-23,31,SI,64262202,14.9,3.5,4.06,4.68,9.45,0,119,2017-11-23,NA,0.01,65085721,0,1,NA,NA,0,6747,0.01,-0.01,NA,1.97,38.87,Holstein,2013,110.6,102.2,79.9,91.4,86.1,2,23.01.2017,2017-11-22,2017-01-23,303
3753966,6753,555198,2017-11-23,32,SI,44262204,10.5,5.76,4.53,4.25,9.49,0,76,2017-11-23,NA,0.01,65085722,0,1,NA,NA,0,6747,0.03,-0.11,NA,0.3,47.7,Holstein,2013,94.7,112.9,126.8,141,109.8,2,11.02.2017,2017-11-22,2017-02-11,284
3753967,6753,555198,2017-11-23,33,SI,34262205,9.9,5.11,4.67,4.36,9.74,0,57,2017-11-23,NA,0.021,65085723,0,1,NA,NA,0,6747,-0.01,-0.13,NA,0,50.46,Holstein,2013,95.4,105.7,122.8,125.3,113.3,2,27.01.2017,2017-11-22,2017-01-27,299
3753970,7815,555475,2017-11-24,30,SI,84250326,17.2,4.08,3.36,4.63,8.7,0,29,2017-11-27,NA,0.03,65091729,0,2,NA,NA,0,6750,0.04,-0.07,NA,1.93,38.34,Holstein,2013,124.3,122.2,96,97.9,122,2,05.04.2017,2017-11-26,2017-04-05,235
3754038,495,556053,2017-12-01,19,SI,84194398,0,3.96,3.57,4.63,8.92,0,149,2017-12-05,NA,0.022,65112063,0,1,NA,NA,0,6775,-0.01,-0.09,NA,1.44,42.86,Lisasta,2013,112,117,104.9,125.5,112.5,3,09.04.2017,2017-12-04,2017-04-09,239
3754104,1868,556197,2017-12-05,5,SI,04079578,7.5,3.13,4.14,4.68,9.53,0,648,2017-12-06,NA,0.029,65116754,0,1,NA,NA,0,6784,0,0,NA,0.11,52.57,Lisasta,2013,98,101.4,84,120.6,93.1,2,20.06.2017,2017-12-05,2017-06-20,168
3754722,5968,555183,2017-11-22,4,SI,54112067,11,4.66,4.14,4.36,9.21,0,86,2017-11-23,NA,0.012,65085464,0,1,NA,NA,0,6747,-0.06,-0.17,NA,0.8,44.68,Lisasta,2013,107,114.4,126.5,128.7,117.5,3,08.06.2017,2017-11-22,2017-06-08,167
3754830,7405,555491,2017-11-24,21,SI,84092540,13.2,4.55,3.89,4.55,9.15,0,241,2017-11-27,NA,0.014,65092281,0,1,NA,NA,0,6753,-0.01,-0.1,NA,0.73,45.19,Rjava,2013,108.8,107.4,115.2,107.8,108.8,2,12.07.2017,2017-11-26,2017-07-12,137
3754883,4494,555300,2017-11-22,9,SI,24261982,8.6,3.65,3.24,4.65,8.6,0,975,2017-11-24,NA,0.003,65088639,0,2,NA,NA,0,6747,0,0,NA,1.92,40.05,Lisasta,2013,102.1,102.3,104.6,102.5,99.8,3,15.09.2017,2017-11-23,2017-09-15,69
3755089,178,556477,2017-12-06,28,SI,04298610,0,4.73,4.18,4.67,9.56,0,91,2017-12-08,NA,0.024,65125821,0,2,NA,NA,0,6791,-0.01,-0.12,NA,0.59,46.3,Rjava,2013,127.2,137.9,129.8,123.7,142.8,2,18.06.2017,2017-12-07,2017-06-18,172
3755117,3986,555698,2017-11-28,10,SI,94279504,11.4,4.9,3.98,4.71,9.4,0,198,2017-11-30,NA,0.015,65100813,0,1,NA,NA,0,6762,0.03,-0.09,NA,0.65,45.55,Holstein,2013,96.7,100.8,102.8,108,100.1,2,04.03.2017,2017-11-29,2017-03-04,270
3755138,3547,555483,2017-11-24,5,SI,44298805,7,3.76,3.48,4.65,8.84,0,166,2017-11-27,NA,0.047,65091840,0,1,NA,NA,0,6750,0,0,NA,0.31,44.38,Rjava,2013,91.3,83.8,72.7,75.8,79.8,2,24.01.2017,2017-11-26,2017-01-24,306
3755239,32534,555882,2017-12-01,19,SI,84297903,18.1,3.86,3.13,4.66,8.5,0,59,2017-12-01,NA,0.013,65106218,0,1,NA,NA,0,6771,0.02,-0.01,NA,2.22,39.43,Holstein,2013,90.2,88.8,96.3,104.3,83,3,08.10.2017,2017-11-30,2017-10-08,53
3755312,10678,555881,2017-12-01,16,SI,14287808,20,3.83,3.82,4.74,9.27,0,24,2017-12-01,NA,0.024,65106163,0,1,NA,NA,0,6771,0,0,NA,0.27,50.11,Lisasta,2013,102.5,102.2,117.6,117.5,106.8,3,15.08.2017,2017-11-30,2017-08-15,107
3755663,7870,555174,2017-11-22,15,SI,34281240,8.4,4.24,3.41,4.93,9.05,0,75,2017-11-23,NA,0.011,65085312,0,1,NA,NA,0,6747,0.02,-0.04,NA,0.38,47.1,Rjava,2013,116.3,112.3,93.8,87.4,111.7,2,13.02.2017,2017-11-22,2017-02-13,282
3755697,7345,555352,2017-11-23,9,SI,74262517,9.9,3.46,3.52,4.6,8.84,0,254,2017-11-24,NA,0.012,65089412,0,2,NA,NA,0,6750,0,0,NA,0.82,43.53,Rjava,2013,119.2,119.3,95.9,105.5,112.5,2,18.07.2017,2017-11-23,2017-07-18,128
3755698,13081,555160,2017-11-22,4,SI,24112950,6,5.01,3.49,4.3,8.51,0,37,2017-11-23,NA,0.018,65085231,0,1,NA,NA,0,6747,0.12,0.04,NA,1.15,44.58,Rjava,2013,99,92.6,101.6,85.8,100,2,21.03.2017,2017-11-22,2017-03-21,246
3755699,30116,555244,2017-11-22,10,SI,04274113,10.2,5.97,4.52,4.47,9.7,0,47,2017-11-24,NA,0.002,65088238,0,2,NA,NA,0,6747,0.03,-0.09,NA,0.23,47.77,Holstein,2013,102.2,113.4,116.2,123.3,112.5,2,05.01.2017,2017-11-23,2017-01-05,322
3755706,6299,555415,2017-11-23,4,SI,34299034,8.8,3.74,3.27,4.76,8.75,0,62,2017-11-27,NA,0.021,65091262,0,2,NA,NA,0,6750,-0.02,-0.11,NA,0.99,45.23,Holstein,2013,100.4,97.2,88.7,83.9,96.7,2,19.02.2017,2017-11-26,2017-02-19,280
3755752,11423,555349,2017-11-23,11,SI,64295446,7.4,4.92,3.6,4.59,8.91,0,27,2017-11-24,NA,0.017,65089336,0,1,NA,NA,0,6750,0,0,NA,1.24,43.14,Lisasta,2013,97.5,100.5,107.3,111.8,99.9,2,23.08.2017,2017-11-23,2017-08-23,92
3755869,7339,555350,2017-11-24,22,SI,44201876,15.2,4.08,3.64,4.9,9.25,0,195,2017-11-24,NA,0.024,65089368,0,1,NA,NA,0,6750,-0.04,-0.11,NA,0.85,44.54,Holstein,2013,113.5,107.9,99.7,92.3,110.5,2,05.07.2017,2017-11-23,2017-07-05,141
3755996,6910,555153,2017-11-20,10,SI,04251765,4.8,5.6,3.85,4.65,9.21,0,174,2017-11-23,NA,0.009,65085119,0,2,NA,NA,0,6747,0.08,-0.03,NA,1.29,43.75,Lisasta,2013,101.8,103.7,115.7,97,106.4,3,24.07.2017,2017-11-22,2017-07-24,121
3755997,82253,555654,2017-11-28,14,SI,44300872,12.3,5.31,3.72,4.21,8.63,0,297,2017-11-29,NA,0.001,65097564,0,2,NA,NA,0,6756,0.14,0.01,NA,1.85,38.93,Holstein,2013,109.6,113.3,95.1,100.4,107,2,12.04.2017,2017-11-28,2017-04-12,230
3756057,16062,555861,2017-11-29,12,SI,54292475,6.6,4.23,3.71,4.9,9.32,0,44,2017-12-01,NA,0.012,65105772,0,2,NA,NA,0,6765,0,0,NA,1.87,39.45,Lisasta,2013,92.6,98.7,98.4,118,93.7,3,25.08.2017,2017-11-30,2017-08-25,97
3756532,30850,555326,2017-11-22,22,SI,04217992,6.8,3.35,3.22,4.56,8.49,0,691,2017-11-24,NA,0.003,65088970,0,2,NA,NA,0,6747,0.05,0.02,NA,2.79,35.99,Lisasta,2013,93.6,95.8,86.6,87.2,91.7,2,15.07.2017,2017-11-23,2017-07-15,131
