Herd1 Herd2 SumA
5138 27 53 12506.079794
5139 27 41 12733.763251
5140 27 71 10676.653084
5141 27 62 13018.619244
5142 27 90 17767.92728
5143 27 26 9276.53656
5144 27 59 11890.209103
5145 27 15 9951.581183
5146 27 9 17911.048924
5147 27 36 16814.200139
5148 27 1 19383.428543
5149 27 51 17809.841719
5150 27 25 11349.784838
5151 27 94 10900.532472
5152 27 43 16497.593838
5153 27 27 3415.45315
5154 27 88 18122.024219
5155 27 57 17874.910017
5156 27 56 17895.589752
5157 27 21 8695.436689
5158 27 97 9870.520842
5159 27 76 17115.941483
5160 27 11 22402.706744
5161 27 3 14989.823801
5162 27 86 20434.649063
5163 27 18 20644.415371
5164 27 49 18076.969951
5165 27 55 19713.076827
5166 27 70 19859.505798
5167 27 80 11921.097665
5168 27 69 16283.584205
5169 27 95 8699.398777
5170 27 64 17254.978645
5171 27 8 12851.197382
5172 27 74 10364.93341
5173 27 32 18644.551454
5174 27 83 9761.155288
5175 27 29 20079.044772
5176 27 93 11418.267149
5177 27 72 14468.522102
5178 27 100 13782.355147
5179 27 99 13372.120587
5180 27 22 13092.704673
5181 27 58 15475.28454
5182 27 96 19558.715489
5183 27 17 14539.844146
5184 27 10 12066.464517
5185 27 6 16341.344562
5186 27 4 8816.988097
5187 27 5 8484.566831
5188 27 79 14222.398836
5189 27 38 17759.574432
5190 27 54 11023.269358
5191 27 47 13630.222337
5192 27 52 12836.543365
5193 27 50 30056.0726
5194 27 16 17743.198807
5195 27 85 25604.068202
5196 27 45 41128.248095
5197 27 44 21146.350906
5198 27 31 21576.487998
5199 27 2 17004.656655
5200 27 84 24535.37262
5201 27 23 16545.790173
5202 88 82 38784.140968
5203 88 20 20656.454302
5204 88 12 25050.622401
5205 88 60 19021.731915
5206 88 24 13880.879719
5207 88 98 15677.685447
5208 88 37 29770.174625
5209 88 19 26743.993788
5210 88 28 22770.266456
5211 88 35 15771.37092
5212 88 48 19289.843537
5213 88 14 14218.077016
5214 88 30 19742.27159
5215 88 67 14351.606954
5216 88 33 18723.292043
5217 88 42 16487.558544
5218 88 87 12492.646093
5219 88 65 18780.552299
5220 88 77 38079.377991
5221 88 75 16286.245839
5222 88 78 24172.586292
5223 88 13 24184.577532
5224 88 73 29698.67312
5225 88 34 22112.136676
5226 88 39 14277.17896
5227 88 89 14030.134221
5228 88 81 16814.475243
5229 88 68 20549.05337
5230 88 40 14928.578915
5231 88 91 13914.151124
5232 88 66 15210.849627
5233 88 61 23429.847085
5234 88 7 14986.20423
5235 88 46 20991.725936
5236 88 92 36714.164032
5237 88 63 31061.182956
5238 88 53 16992.498662
5239 88 41 17260.362198
5240 88 71 14856.570968
5241 88 62 17602.165081
5242 88 90 23056.124068
5243 88 26 13195.148913
5244 88 59 16279.603135
5245 88 15 13995.102637
5246 88 9 23226.518139
5247 88 36 21968.609698
5248 88 1 24892.091756
5249 88 51 23103.423408
5250 88 25 15643.037075
5251 88 94 15116.062314
5252 88 43 21615.05397
5253 88 27 18122.024219
5254 88 88 5928.379711
5255 88 57 23175.329704
5256 88 56 23205.204229
5257 88 21 12502.348189
5258 88 97 13900.606642
5259 88 76 22316.002165
5260 88 11 28315.762443
5261 88 3 19881.407821
5262 88 86 26087.26043
5263 88 18 26321.285904
5264 88 49 23416.036152
5265 88 55 25267.622604
5266 88 70 25436.830871
5267 88 80 16308.903623
5268 88 69 21363.465872
5269 88 95 12502.830561
5270 88 64 22477.02682
5271 88 8 17398.976456
5272 88 74 14490.838182
5273 88 32 24057.073247
5274 88 83 13773.044539
5275 88 29 25691.045264
5276 88 93 15725.394807
5277 88 72 19272.281824
5278 88 100 18486.055903
5279 88 99 18007.230228
5280 88 22 17674.825039
5281 88 58 20438.657226
5282 88 96 25096.703075
5283 88 17 19357.955475
5284 88 10 16481.961716
5285 88 6 21432.485164
5286 88 4 12642.19354
5287 88 5 12244.774968
5288 88 79 18996.348967
5289 88 38 23051.30157
5290 88 54 15259.273982
5291 88 47 18302.608595
5292 88 52 17384.708646
5293 88 50 36830.127941
5294 88 16 23031.688762
5295 88 85 31891.052796
5296 88 45 48985.154744
5297 88 44 26884.150657
5298 88 31 27370.761357
5299 88 2 22183.022236
5300 88 84 30691.459801
5301 88 23 21655.509043
5302 57 82 38421.102319
5303 57 20 20380.328253
5304 57 12 24748.263251
5305 57 60 18775.444925
5306 57 24 13674.801805
5307 57 98 15446.054638
5308 57 37 29459.444205
5309 57 19 26435.612979
5310 57 28 22485.631685
5311 57 35 15537.502811
5312 57 48 19031.330225
5313 57 14 13986.404662
5314 57 30 19482.931725
5315 57 67 14134.674208
5316 57 33 18470.59686
5317 57 42 16240.542605
5318 57 87 12277.623775
5319 57 65 18529.562234
5320 57 77 37716.500472
5321 57 75 16041.999348
5322 57 78 23874.756824
5323 57 13 23906.272593
5324 57 73 29378.044464
5325 57 34 21837.120536
5326 57 39 14063.309041
5327 57 89 13812.509819
5328 57 81 16573.709124
5329 57 68 20277.065014
5330 57 40 14706.510618
5331 57 91 13693.871928
5332 57 66 14984.914539
5333 57 61 23133.368494
5334 57 7 14763.601916
5335 57 46 20717.782658
5336 57 92 36359.905227
5337 57 63 30749.515332
5338 57 53 16755.396645
5339 57 41 17016.449462
5340 57 71 14632.494175
5341 57 62 17352.788087
5342 57 90 22775.792931
5343 57 26 12982.643463
5344 57 59 16045.297872
5345 57 15 13777.08452
5346 57 9 22938.323708
5347 57 36 21695.548301
5348 57 1 24603.628232
5349 57 51 22829.104947
5350 57 25 15410.693098
5351 57 94 14892.823648
5352 57 43 21343.276334
5353 57 27 17874.910017
5354 57 88 23175.329704
5355 57 57 5785.710476
5356 57 56 22905.998088
5357 57 21 12288.335312
5358 57 97 13683.838008
5359 57 76 22037.090716
5360 57 11 27979.078784
5361 57 3 19618.192007
5362 57 86 25787.83522
5363 57 18 26023.40685
5364 57 49 23126.501879
5365 57 55 24967.715588
5366 57 70 25131.799177
5367 57 80 16071.779523
5368 57 69 21096.366003
5369 57 95 12290.146654
5370 57 64 22196.188462
5371 57 8 17155.895489
5372 57 74 14261.416538
5373 57 32 23769.815749
5374 57 83 13554.428295
5375 57 29 25386.820595
5376 57 93 15494.046499
5377 57 72 19018.751909
5378 57 100 18235.173659
5379 57 99 17758.092302
5380 57 22 17432.783047
5381 57 58 20166.144491
5382 57 96 24788.030637
5383 57 17 19097.629481
5384 57 10 16242.712143
5385 57 6 21157.254419
5386 57 4 12438.844923
5387 57 5 12037.166476
5388 57 79 18735.093877
5389 57 38 22757.479595
5390 57 54 15033.689298
5391 57 47 18046.478588
5392 57 52 17139.787308
5393 57 50 36485.442835
5394 57 16 22753.98516
5395 57 85 31570.526858
5396 57 45 48594.24787
5397 57 44 26578.588745
5398 57 31 27074.939954
5399 57 2 21916.56919
5400 57 84 30374.047034
5401 57 23 21394.497141
5402 56 82 38448.275181
5403 56 20 20421.871149
5404 56 12 24792.256844
5405 56 60 18790.756297
5406 56 24 13678.611601
5407 56 98 15474.058799
5408 56 37 29477.851337
5409 56 19 26486.350863
5410 56 28 22524.494754
5411 56 35 15562.796411
5412 56 48 19047.250323
5413 56 14 14025.443088
5414 56 30 19518.028348
5415 56 67 14153.876564
5416 56 33 18495.283247
5417 56 42 16288.052536
5418 56 87 12300.680365
5419 56 65 18550.186627
5420 56 77 37755.074394
5421 56 75 16081.047798
5422 56 78 23927.64971
5423 56 13 23927.146491
5424 56 73 29402.707531
5425 56 34 21868.352946
5426 56 39 14077.981605
5427 56 89 13833.404245
5428 56 81 16604.137209
5429 56 68 20318.514079
5430 56 40 14737.262314
5431 56 91 13718.668787
5432 56 66 15000.828226
5433 56 61 23175.004275
5434 56 7 14793.71071
5435 56 46 20759.502345
5436 56 92 36397.077326
5437 56 63 30771.635903
5438 56 53 16783.489145
5439 56 41 17050.468385
5440 56 71 14657.716212
5441 56 62 17381.451544
5442 56 90 22799.020633
5443 56 26 13008.190943
5444 56 59 16060.335579
5445 56 15 13804.119412
5446 56 9 22975.521129
5447 56 36 21715.762312
5448 56 1 24618.675912
5449 56 51 22839.691112
5450 56 25 15441.243488
5451 56 94 14904.907174
5452 56 43 21357.155076
5453 56 27 17895.589752
5454 56 88 23205.204229
5455 56 57 22905.998088
5456 56 56 5804.278218
5457 56 21 12327.734472
5458 56 97 13707.767861
5459 56 76 22057.651347
5460 56 11 28035.035872
5461 56 3 19644.399708
5462 56 86 25812.218283
5463 56 18 26042.393223
5464 56 49 23144.115898
5465 56 55 24999.569339
5466 56 70 25163.71157
5467 56 80 16092.920092
5468 56 69 21120.357951
5469 56 95 12321.276049
5470 56 64 22229.912147
5471 56 8 17177.670486
5472 56 74 14286.551386
5473 56 32 23790.90954
5474 56 83 13572.88066
5475 56 29 25412.216697
5476 56 93 15515.704247
5477 56 72 19030.040133
5478 56 100 18242.7395
5479 56 99 17783.696573
5480 56 22 17455.798785
5481 56 58 20203.021402
5482 56 96 24836.991446
5483 56 17 19122.121915
5484 56 10 16267.506988
5485 56 6 21176.283486
5486 56 4 12460.737259
5487 56 5 12056.817814
5488 56 79 18753.299237
5489 56 38 22797.312722
5490 56 54 15050.9702
5491 56 47 18070.153166
5492 56 52 17166.662936
5493 56 50 36492.891229
5494 56 16 22772.579394
5495 56 85 31579.210702
5496 56 45 48591.888529
5497 56 44 26609.88544
5498 56 31 27080.193438
5499 56 2 21925.463819
5500 56 84 30387.468683
5501 56 23 21406.196875
5502 21 82 24206.084379
5503 21 20 10483.909233
5504 21 12 13676.629699
5505 21 60 9325.248226
5506 21 24 5844.528911
5507 21 98 7034.441764
5508 21 37 17211.733191
5509 21 19 14936.73252
5510 21 28 12009.306424
5511 21 35 7095.255755
5512 21 48 9511.224104
5513 21 14 6070.562877
5514 21 30 9836.777178
5515 21 67 6154.593003
5516 21 33 9118.913239
5517 21 42 7588.371672
5518 21 87 4960.601874
5519 21 65 9157.247331
5520 21 77 23652.709408
5521 21 75 7446.34467
5522 21 78 13028.985577
5523 21 13 13037.201254
5524 21 73 17155.340153
5525 21 34 11525.204993
5526 21 39 6105.223386
5527 21 89 5943.781161
5528 21 81 7802.671186
5529 21 68 10406.930637
5530 21 40 6540.054962
5531 21 91 5868.603956
5532 21 66 6717.380267
5533 21 61 12479.389601
5534 21 7 6578.242034
5535 21 46 10720.691004
5536 21 92 22580.162286
5537 21 63 18203.502942
5538 21 53 7926.49748
5539 21 41 8105.769849
5540 21 71 6486.165302
5541 21 62 8339.698701
5542 21 90 12206.736839
5543 21 26 5405.67228
5544 21 59 7435.047233
5545 21 15 5922.360048
5546 21 9 12335.696538
5547 21 36 11421.871404
5548 21 1 13547.056507
5549 21 51 12237.20911
5550 21 25 7009.939809
5551 21 94 6653.182411
5552 21 43 11155.444987
5553 21 27 8695.436689
5554 21 88 12502.348189
5555 21 57 12288.335312
5556 21 56 12327.734472
5557 21 21 1270.740803
5558 21 97 5859.11919
5559 21 76 11666.739775
5560 21 11 16109.413612
5561 21 3 9926.652349
5562 21 86 14436.357582
5563 21 18 14610.826166
5564 21 49 12457.085847
5565 21 55 13824.999592
5566 21 70 13948.921109
5567 21 80 7452.741145
5568 21 69 10987.56416
5569 21 95 4965.601202
5570 21 64 11786.629319
5571 21 8 8201.668645
5572 21 74 6242.731089
5573 21 32 12934.888063
5574 21 83 5774.043825
5575 21 29 14143.586893
5576 21 93 7061.136429
5577 21 72 9498.181564
5578 21 100 8946.870129
5579 21 99 8620.72648
5580 21 22 8387.924086
5581 21 58 10327.56073
5582 21 96 13705.455514
5583 21 17 9558.514344
5584 21 10 7571.570166
5585 21 6 11031.282076
5586 21 4 5055.593521
5587 21 5 4798.539412
5588 21 79 9300.314232
5589 21 38 12203.219332
5590 21 54 6749.554069
5591 21 47 8816.903744
5592 21 52 8190.306794
5593 21 50 22671.221933
5594 21 16 12195.338658
5595 21 85 18832.410279
5596 21 45 32394.941003
5597 21 44 15035.336976
5598 21 31 15399.723839
5599 21 2 11572.686165
5600 21 84 17917.15668
5601 21 23 11195.526014
5602 97 82 26144.030326
5603 97 20 11771.764419
5604 97 12 15144.026865
5605 97 60 10541.171889
5606 97 24 6819.556697
5607 97 98 8100.597238
5608 97 37 18848.232083
5609 97 19 16464.328927
5610 97 28 13383.616885
5611 97 35 8162.391446
5612 97 48 10739.741509
5613 97 14 7060.563349
5614 97 30 11086.942505
5615 97 67 7148.384736
5616 97 33 10321.666138
5617 97 42 8692.787851
5618 97 87 5858.868178
5619 97 65 10364.565231
5620 97 77 25568.484608
5621 97 75 8531.190321
5622 97 78 14460.94477
5623 97 13 14476.065231
5624 97 73 18783.013405
5625 97 34 12879.254431
5626 97 39 7098.605032
5627 97 89 6919.85322
5628 97 81 8915.394466
5629 97 68 11686.566947
5630 97 40 7560.462963
5631 97 91 6835.463125
5632 97 66 7756.460257
5633 97 61 13884.039291
5634 97 7 7598.562183
5635 97 46 12024.002047
5636 97 92 24447.470135
5637 97 63 19884.23548
5638 97 53 9043.273309
5639 97 41 9247.768663
5640 97 71 7505.927917
5641 97 62 9494.064244
5642 97 90 13595.360181
5643 97 26 6335.821066
5644 97 59 8525.042895
5645 97 15 6894.707619
5646 97 9 13728.470686
5647 97 36 12761.21663
5648 97 1 15004.027947
5649 97 51 13630.133128
5650 97 25 8062.612841
5651 97 94 7683.951424
5652 97 43 12483.416326
5653 97 27 9870.520842
5654 97 88 13900.606642
5655 97 57 13683.838008
5656 97 56 13707.767861
5657 97 21 5859.11919
5658 97 97 1740.524877
5659 97 76 13022.566283
5660 97 11 17685.345121
5661 97 3 11181.866927
5662 97 86 15940.75309
5663 97 18 16118.214433
5664 97 49 13859.932468
5665 97 55 15294.697797
5666 97 70 15428.049689
5667 97 80 8546.488061
5668 97 69 12300.016886
5669 97 95 5857.706643
5670 97 64 13140.436013
5671 97 8 9337.712126
5672 97 74 7240.132479
5673 97 32 14363.0503
5674 97 83 6734.879364
5675 97 29 15623.515649
5676 97 93 8123.587817
5677 97 72 10722.768744
5678 97 100 10135.788351
5679 97 99 9785.286524
5680 97 22 9542.4515
5681 97 58 11597.666981
5682 97 96 15160.699771
5683 97 17 10786.057639
5684 97 10 8668.54269
5685 97 6 12347.641628
5686 97 4 5958.019111
5687 97 5 5681.285089
5688 97 79 10511.739239
5689 97 38 13579.930451
5690 97 54 7790.656086
5691 97 47 10002.252501
5692 97 52 9324.694476
5693 97 50 24534.419346
5694 97 16 13566.90882
5695 97 85 20534.627664
5696 97 45 34619.834212
5697 97 44 16559.114909
5698 97 31 16941.361547
5699 97 2 12921.8463
5700 97 84 19576.897651
5701 97 23 12516.819751
5702 76 82 37310.325047
5703 76 20 19586.876144
5704 76 12 23871.12222
5705 76 60 18000.289303
5706 76 24 13007.441314
5707 76 98 14747.38713
5708 76 37 28487.258805
5709 76 19 25522.970267
5710 76 28 21647.66486
5711 76 35 14837.400544
5712 76 48 18251.474426
5713 76 14 13331.405781
5714 76 30 18704.783057
5715 76 67 13458.88621
5716 76 33 17706.974729
5717 76 42 15538.261094
5718 76 87 11660.698342
5719 76 65 17759.577239
5720 76 77 36622.077138
5721 76 75 15333.704969
5722 76 78 23015.224598
5723 76 13 23027.578573
5724 76 73 28403.750637
5725 76 34 21007.224144
5726 76 39 13394.602838
5727 76 89 13148.909359
5728 76 81 15850.73089
5729 76 68 19472.877491
5730 76 40 14023.114898
5731 76 91 13038.283095
5732 76 66 14289.745204
5733 76 61 22279.123262
5734 76 7 14071.922445
5735 76 46 19912.935238
5736 76 92 35274.134096
5737 76 63 29751.971546
5738 76 53 16022.492251
5739 76 41 16284.408206
5740 76 71 13948.945727
5741 76 62 16614.664949
5742 76 90 21925.126695
5743 76 26 12336.503914
5744 76 59 15334.316525
5745 76 15 13111.664513
5746 76 9 22086.900799
5747 76 36 20859.89678
5748 76 1 23711.088189
5749 76 51 21970.09822
5750 76 25 14706.126615
5751 76 94 14200.341831
5752 76 43 20514.309904
5753 76 27 17115.941483
5754 76 88 22316.002165
5755 76 57 22037.090716
5756 76 56 22057.651347
5757 76 21 11666.739775
5758 76 97 13022.566283
5759 76 76 5359.26129
5760 76 11 27040.45414
5761 76 3 18822.003163
5762 76 86 24870.802481
5763 76 18 25103.86783
5764 76 49 22264.252947
5765 76 55 24070.38975
5766 76 70 24230.355932
5767 76 80 15358.004308
5768 76 69 20270.788525
5769 76 95 11664.480929
5770 76 64 21350.555312
5771 76 8 16403.5942
5772 76 74 13587.01025
5773 76 32 22889.308852
5774 76 83 12890.264293
5775 76 29 24480.836053
5776 76 93 14793.669193
5777 76 72 18236.356453
5778 76 100 17464.93214
5779 76 99 16999.880517
5780 76 22 16684.367733
5781 76 58 19356.67886
5782 76 96 23901.691997
5783 76 17 18316.226961
5784 76 10 15519.301865
5785 76 6 20327.57661
5786 76 4 11806.842139
5787 76 5 11413.864361
5788 76 79 17956.758843
5789 76 38 21905.634325
5790 76 54 14338.249772
5791 76 47 17288.601845
5792 76 52 16399.443471
5793 76 50 35386.281747
5794 76 16 21892.501472
5795 76 85 30545.269157
5796 76 45 47321.623813
5797 76 44 25654.696321
5798 76 31 26131.370958
5799 76 2 21075.795164
5800 76 84 29375.481977
5801 76 23 20559.180356
5802 11 82 44937.265223
5803 11 20 25218.355733
5804 11 12 30054.942981
5805 11 60 23403.349625
5806 11 24 17652.517238
5807 11 98 19678.32567
5808 11 37 35195.193162
5809 11 19 31911.114768
5810 11 28 27549.321953
5811 11 35 19782.612861
5812 11 48 23698.770518
5813 11 14 18043.287693
5814 11 30 24201.817408
5815 11 67 18187.636407
5816 11 33 23068.490137
5817 11 42 20589.748902
5818 11 87 16095.723286
5819 11 65 23137.861063
5820 11 77 44174.36842
5821 11 75 20369.124932
5822 11 78 29093.544106
5823 11 13 29092.53479
5824 11 73 35116.296369
5825 11 34 26822.118763
5826 11 39 18104.265119
5827 11 89 17825.466365
5828 11 81 20956.58733
5829 11 68 25106.060153
5830 11 40 18841.252357
5831 11 91 17692.928775
5832 11 66 19155.171688
5833 11 61 28275.60619
5834 11 7 18915.51243
5835 11 46 25589.442597
5836 11 92 42712.129972
5837 11 63 36602.347598
5838 11 53 21152.560809
5839 11 41 21449.96952
5840 11 71 18760.142093
5841 11 62 21834.032704
5842 11 90 27860.054297
5843 11 26 16885.711767
5844 11 59 20345.763076
5845 11 15 17786.473392
5846 11 9 28053.977369
5847 11 36 26659.885135
5848 11 1 29851.301585
5849 11 51 27906.31443
5850 11 25 19642.49998
5851 11 94 19041.891474
5852 11 43 26268.085442
5853 11 27 22402.706744
5854 11 88 28315.762443
5855 11 57 27979.078784
5856 11 56 28035.035872
5857 11 21 16109.413612
5858 11 97 17685.345121
5859 11 76 27040.45414
5860 11 11 8480.430551
5861 11 3 24359.892174
5862 11 86 31176.497114
5863 11 18 31424.048933
5864 11 49 28240.93067
5865 11 55 30277.377386
5866 11 70 30456.689294
5867 11 80 20376.68505
5868 11 69 26000.48012
5869 11 95 16104.426852
5870 11 64 27215.659893
5871 11 8 21594.209004
5872 11 74 18342.252222
5873 11 32 28944.440805
5874 11 83 17538.16935
5875 11 29 30740.994488
5876 11 93 19727.22591
5877 11 72 23673.378437
5878 11 100 22800.131715
5879 11 99 22273.266418
5880 11 22 21899.86318
5881 11 58 24972.760838
5882 11 96 30098.906228
5883 11 17 23778.087728
5884 11 10 20564.637055
5885 11 6 26057.429535
5886 11 4 16258.744848
5887 11 5 15803.876357
5888 11 79 23366.869361
5889 11 38 27848.853005
5890 11 54 19205.396228
5891 11 47 22599.373325
5892 11 52 21584.26454
5893 11 50 42828.002303
5894 11 16 27836.841668
5895 11 85 37490.544392
5896 11 45 55858.650734
5897 11 44 32043.254312
5898 11 31 32575.485019
5899 11 2 26887.140095
5900 11 84 36185.752217
5901 11 23 26311.42656
5902 3 82 34129.154009
5903 3 20 17300.307728
5904 3 12 21342.06696
5905 3 60 15818.590506
5906 3 24 11161.829906
5907 3 98 12774.255105
5908 3 37 25720.183571
5909 3 19 22910.272545
5910 3 28 19243.146718
5911 3 35 12858.363673
5912 3 48 16047.09357
5913 3 14 11456.759355
5914 3 30 16470.912228
5915 3 67 11581.607048
5916 3 33 15536.321921
5917 3 42 13502.113033
5918 3 87 9911.193124
5919 3 65 15593.972212
5920 3 77 33474.553102
5921 3 75 13325.878377
5922 3 78 20536.634785
5923 3 13 20546.708309
5924 3 73 25651.454149
5925 3 34 18641.969686
5926 3 39 11518.202764
5927 3 89 11291.840456
5928 3 81 13804.822018
5929 3 68 17199.935595
5930 3 40 12104.587203
5931 3 91 11191.72427
5932 3 66 12358.244081
5933 3 61 19845.590152
5934 3 7 12157.326347
5935 3 46 17608.151514
5936 3 92 32202.755371
5937 3 63 26922.023692
5938 3 53 13970.448238
5939 3 41 14209.845865
5940 3 71 12039.24016
5941 3 62 14522.946052
5942 3 90 19505.095462
5943 3 26 10542.19981
5944 3 59 13322.016627
5945 3 15 11257.969906
5946 3 9 19667.925847
5947 3 36 18509.571664
5948 3 1 21197.538781
5949 3 51 19544.679924
5950 3 25 12749.813129
5951 3 94 12265.196409
5952 3 43 18184.05356
5953 3 27 14989.823801
5954 3 88 19881.407821
5955 3 57 19618.192007
5956 3 56 19644.399708
5957 3 21 9926.652349
5958 3 97 11181.866927
5959 3 76 18822.003163
5960 3 11 24359.892174
5961 3 3 4201.687656
5962 3 86 22303.001832
5963 3 18 22527.274997
5964 3 49 19829.8503
5965 3 55 21541.084241
5966 3 70 21691.386153
5967 3 80 13340.933083
5968 3 69 17958.516301
5969 3 95 9925.152292
5970 3 64 18975.089821
5971 3 8 14338.188319
5972 3 74 11707.181657
5973 3 32 20424.348274
5974 3 83 11060.083389
5975 3 29 21925.511668
5976 3 93 12814.140805
5977 3 72 16038.794557
5978 3 100 15315.266594
5979 3 99 14884.767943
5980 3 22 14586.367186
5981 3 58 17097.313579
5982 3 96 21381.129892
5983 3 17 16115.905219
5984 3 10 13502.144876
5985 3 6 18008.820956
5986 3 4 10051.532842
5987 3 5 9692.987483
5988 3 79 15786.420526
5989 3 38 19500.497368
5990 3 54 12403.729049
5991 3 47 15157.357192
5992 3 52 14322.938639
5993 3 50 32309.054398
5994 3 16 19484.161803
5995 3 85 27694.682248
5996 3 45 43752.410405
5997 3 44 23037.779248
5998 3 31 23490.017726
5999 3 2 18713.377008
6000 3 84 26577.382794
6001 3 23 18225.555972
6002 86 82 42147.955519
6003 86 20 23119.338095
6004 86 12 27752.452661
6005 86 60 21401.949164
6006 86 24 15919.959818
6007 86 98 17835.67666
6008 86 37 32717.441902
6009 86 19 29532.579891
6010 86 28 25353.797513
6011 86 35 17933.386651
6012 86 48 21672.859995
6013 86 14 16267.632545
6014 86 30 22160.368522
6015 86 67 16425.953528
6016 86 33 21072.202154
6017 86 42 18694.539303
6018 86 87 14420.82327
6019 86 65 21129.943446
6020 86 77 41407.55396
6021 86 75 18487.852436
6022 86 78 26843.523822
6023 86 13 26855.813783
6024 86 73 32637.587071
6025 86 34 24669.264425
6026 86 39 16347.467085
6027 86 89 16080.213929
6028 86 81 19052.34963
6029 86 68 23010.651687
6030 86 40 17041.513153
6031 86 91 15951.527122
6032 86 66 17334.582381
6033 86 61 26047.315448
6034 86 7 17101.511977
6035 86 46 23479.494802
6036 86 92 39991.285644
6037 86 63 34083.835728
6038 86 53 19243.935615
6039 86 41 19524.314313
6040 86 71 16962.210633
6041 86 62 19887.599219
6042 86 90 25659.535985
6043 86 26 15181.549479
6044 86 59 18480.186577
6045 86 15 16040.377214
6046 86 9 25843.248846
6047 86 36 24512.201783
6048 86 1 27594.286991
6049 86 51 25713.285242
6050 86 25 17799.281063
6051 86 94 17228.833479
6052 86 43 24133.229481
6053 86 27 20434.649063
6054 86 88 26087.26043
6055 86 57 25787.83522
6056 86 56 25812.218283
6057 86 21 14436.357582
6058 86 97 15940.75309
6059 86 76 24870.802481
6060 86 11 31176.497114
6061 86 3 22303.001832
6062 86 86 7282.727279
6063 86 18 29097.121158
6064 86 49 26022.844945
6065 86 55 27981.736857
6066 86 70 28156.041753
6067 86 80 18509.09882
6068 86 69 23878.037985
6069 86 95 14433.159618
6070 86 64 25043.217172
6071 86 8 19667.722556
6072 86 74 16568.623379
6073 86 32 26718.360709
6074 86 83 15791.525754
6075 86 29 28426.350789
6076 86 93 17886.162917
6077 86 72 21653.404474
6078 86 100 20820.353659
6079 86 99 20316.090521
6080 86 22 19962.265105
6081 86 58 22890.228023
6082 86 96 27806.440392
6083 86 17 21745.788787
6084 86 10 18689.871246
6085 86 6 23939.454934
6086 86 4 14593.832838
6087 86 5 14153.484575
6088 86 79 21361.228726
6089 86 38 25644.244218
6090 86 54 17387.48853
6091 86 47 20626.385056
6092 86 52 19659.922541
6093 86 50 40104.910405
6094 86 16 25631.563804
6095 86 85 34941.16943
6096 86 45 52758.341956
6097 86 44 29685.940831
6098 86 31 30197.422558
6099 86 2 24743.200582
6100 86 84 33685.445021
6101 86 23 24182.517015
6102 18 82 42425.560916
6103 18 20 23333.872706
6104 18 12 27983.323547
6105 18 60 21614.010695
6106 18 24 16102.174324
6107 18 98 18023.600448
6108 18 37 32982.325242
6109 18 19 29778.581088
6110 18 28 25572.808154
6111 18 35 18126.534549
6112 18 48 21872.992211
6113 18 14 16447.121008
6114 18 30 22368.836945
6115 18 67 16602.923452
6116 18 33 21282.506311
6117 18 42 18875.956767
6118 18 87 14580.187634
6119 18 65 21339.374704
6120 18 77 41698.972732
6121 18 75 18669.254238
6122 18 78 27064.846977
6123 18 13 27074.180699
6124 18 73 32902.103137
6125 18 34 24887.751331
6126 18 39 16524.259928
6127 18 89 16257.756256
6128 18 81 19243.18081
6129 18 68 23217.511995
6130 18 40 17226.665274
6131 18 91 16143.455415
6132 18 66 17527.508609
6133 18 61 26266.656366
6134 18 7 17286.478277
6135 18 46 23685.633422
6136 18 92 40271.804132
6137 18 63 34341.666327
6138 18 53 19444.447831
6139 18 41 19714.550343
6140 18 71 17152.953401
6141 18 62 20081.102324
6142 18 90 25883.907206
6143 18 26 15359.432531
6144 18 59 18673.852607
6145 18 15 16216.647074
6146 18 9 26061.041073
6147 18 36 24738.346516
6148 18 1 27842.286766
6149 18 51 25935.066053
6150 18 25 18001.689628
6151 18 94 17424.060086
6152 18 43 24361.981128
6153 18 27 20644.415371
6154 18 88 26321.285904
6155 18 57 26023.40685
6156 18 56 26042.393223
6157 18 21 14610.826166
6158 18 97 16118.214433
6159 18 76 25103.86783
6160 18 11 31424.048933
6161 18 3 22527.274997
6162 18 86 29097.121158
6163 18 18 7407.862136
6164 18 49 26258.021463
6165 18 55 28226.196058
6166 18 70 28398.017862
6167 18 80 18701.096048
6168 18 69 24104.608502
6169 18 95 14607.771447
6170 18 64 25276.595051
6171 18 8 19878.268692
6172 18 74 16753.750469
6173 18 32 26945.030243
6174 18 83 15973.332157
6175 18 29 28666.675778
6176 18 93 18075.006342
6177 18 72 21873.06244
6178 18 100 21032.899246
6179 18 99 20522.919358
6180 18 22 20171.144795
6181 18 58 23107.749153
6182 18 96 28043.12074
6183 18 17 21960.19801
6184 18 10 18893.773769
6185 18 6 24157.833307
6186 18 4 14763.926517
6187 18 5 14325.785755
6188 18 79 21573.957875
6189 18 38 25880.013128
6190 18 54 17581.557244
6191 18 47 20835.220642
6192 18 52 19868.186604
6193 18 50 40397.566254
6194 18 16 25858.061339
6195 18 85 35218.629157
6196 18 45 53078.199248
6197 18 44 29933.571716
6198 18 31 30449.470133
6199 18 2 24969.019819
6200 18 84 33961.088515
6201 18 23 24411.68572
6202 49 82 38721.890205
6203 49 20 20601.41408
6204 49 12 24996.513669
6205 49 60 18979.797174
6206 49 24 13847.21282
6207 49 98 15637.792001
6208 49 37 29723.327238
6209 49 19 26691.877
6210 49 28 22717.827372
6211 49 35 15729.404953
6212 49 48 19245.567747
